file_id	time_pressure	dilation_radius	gtc
103006	25	2	0.384759456118
103006	25	3	0.38492762835
103006	25	4	0.43965359546
103078	40	0	0.125103522589
103078	40	1	0.0915310760578
103078	40	2	0.0925673819373
103078	40	3	0.0947637284545
103078	40	4	0.0873783686152
104010	40	0	0.799793373371
104010	40	1	0.79897318209
104010	40	2	0.797346776224
104010	40	3	0.794201101514
104010	40	4	0.708504001072
104055	25	0	0.20005943072
104055	25	1	0.200292526373
104055	25	2	0.162897929259
104055	25	3	0.165428927767
104055	25	4	0.17020530676
105025	15	0	0.20003745113
105025	15	1	0.161502071337
105025	15	2	0.161854641703
105025	15	3	0.162530919905
105025	15	4	0.163442628827
106005	15	0	0.161340902653
106005	15	1	0.125288907902
106005	15	2	0.125753312637
106005	15	3	0.134107856836
106005	15	4	0.139276740876
106024	25	0	0.058907925255
106024	25	1	0.0592721808929
106024	25	2	0.0600990861106
106024	25	3	0.0619893030148
106024	25	4	0.0650061344987
106025	40	0	0.161403998074
106025	40	1	0.113928258697
106025	40	2	0.18361168164
106025	40	3	0.249697353311
106025	40	4	0.251882307439
107014	25	0	0.499959581775
107014	25	1	0.499783737276
107014	25	2	0.49946067362
107014	25	3	0.498827290064
107014	25	4	0.498140621939
107045	40	0	0.33334232095
107045	40	1	0.333347728898
107045	40	2	0.28594979121
107045	40	3	0.243110855001
107045	40	4	0.244507953504
108069	40	0	0.285756845861
108069	40	1	0.285967506244
108069	40	2	0.286360145361
108069	40	3	0.287188865297
108069	40	4	0.288341513885
108082	40	0	0.333405772437
108082	40	1	0.333770131764
108082	40	2	0.334456420655
108082	40	3	0.288318172379
108082	40	4	0.291983117876
109053	25	0	0.38459625702
109053	25	1	0.384513206746
109053	25	2	0.384368732498
109053	25	3	0.38412840441
109053	25	4	0.383863219396
112090	15	0	0.333340305773
112090	15	1	0.333368612547
112090	15	2	0.384556107835
112090	15	3	0.384485371884
112090	15	4	0.333742113208
123057	25	0	0.0909892988562
123057	25	1	0.0593259305138
123057	25	2	0.0303629495812
123057	25	3	0.0328396336824
123057	25	4	0.0648715856164
123074	40	0	0.0287121946063
123074	40	1	0.0293770373653
123074	40	2	0.0309541368883
123074	40	3	0.0110222865032
123074	40	4	0.0239624285204
130014	25	0	0.499992028604
130014	25	1	0.499982063147
130014	25	2	0.499922821636
130014	25	3	0.563980923582
130014	25	4	0.563121682325
130066	15	0	0.440004227987
130066	15	1	0.44004610458
130066	15	2	0.440116588617
130066	15	3	0.440226833451
130066	15	4	0.4403497257
134067	15	0	0.28572439725
134067	15	1	0.285770263594
134067	15	2	0.28584872062
134067	15	3	0.286029986978
134067	15	4	0.28627301916
135037	15	0	0.125047898962
135037	15	1	0.0911961017699
135037	15	2	0.098044807427
135037	15	3	0.137126492983
135037	15	4	0.162993706497
141012	15	0	0.241392929804
141012	15	1	0.161466970578
141012	15	2	0.161756260286
141012	15	3	0.162329814306
141012	15	4	0.163147901427
141048	25	0	0.439960050097
141048	25	1	0.285927914211
141048	25	2	0.286284182904
141048	25	3	0.286912952811
141048	25	4	0.287786828579
159002	25	0	0.0909981215638
159002	25	1	0.0914152965971
159002	25	2	0.125852445848
159002	25	3	0.126995754592
159002	25	4	0.128611330475
159022	25	0	0.333340017975
159022	25	1	0.384643105116
159022	25	2	0.439650239476
159022	25	3	0.43924289851
159022	25	4	0.438801653373
159029	40	0	0.16138811736
159029	40	1	0.161640674331
159029	40	2	0.12657293807
159029	40	3	0.128613690764
159029	40	4	0.131294376028
159045	25	0	0.0588991965758
159045	25	1	0.0290661361458
159045	25	2	0.0299296992681
159045	25	3	0.00517502751429
159045	25	4	0.00979773278583
159091	40	0	0.200057656934
159091	40	1	0.200405761918
159091	40	2	0.201045592683
159091	40	3	0.172789899818
159091	40	4	0.128757171546
160067	25	0	0.440015606235
160067	25	1	0.440051609237
160067	25	2	0.440129722788
160067	25	3	0.440300132831
160067	25	4	0.440593532522
164046	15	0	0.0588860298645
164046	15	1	0.0591691495505
164046	15	2	0.0597347591314
164046	15	3	0.0608230062593
164046	15	4	0.0936916493977
167062	40	0	0.00756033730736
167062	40	1	0.0398603967671
167062	40	2	0.0981022836925
167062	40	3	0.157499606423
167062	40	4	0.301989929181
168084	15	0	0.440011347099
168084	15	1	0.285868512085
168084	15	2	0.333643577641
168084	15	3	0.333988143778
168084	15	4	0.334398992403
175083	40	0	0.0286952892541
175083	40	1	0.00115226524146
175083	40	2	0.0355465342548
175083	40	3	0.0104601276568
175083	40	4	0.0226770584262
183066	25	0	0.241420374768
183066	25	1	0.241572684658
183066	25	2	0.241902041306
183066	25	3	0.242585343316
183066	25	4	0.243574666006
196015	15	0	0.028638002343
196015	15	1	0.0289512133674
196015	15	2	0.0296638936317
196015	15	3	0.031342498658
196015	15	4	0.0338369318299
196027	15	0	0.285739861246
196027	15	1	0.241526740295
196027	15	2	0.256083970895
196027	15	3	0.228450384314
196027	15	4	0.255363407571
196040	40	0	0.0589663325756
196040	40	1	0.0597015849329
196040	40	2	0.0314327947804
196040	40	3	0.0940587279741
196040	40	4	0.0974586356084
202000	40	0	0.00238663484487
202000	40	1	0.024645257655
202000	40	2	0.105640350752
202000	40	3	0.214782751783
202000	40	4	0.336539990624
209070	15	0	0.285730741575
209070	15	1	0.28581189322
209070	15	2	0.28594934059
209070	15	3	0.286209286779
209070	15	4	0.28658061172
236017	40	0	0.384589483487
236017	40	1	0.333474131179
236017	40	2	0.333723359831
236017	40	3	0.334250208413
236017	40	4	0.290119173235
247085	40	0	0.49993834371
247085	40	1	0.499676937901
247085	40	2	0.457592837611
247085	40	3	0.56835699936
247085	40	4	0.626285767272
253092	40	0	0.636197909347
253092	40	1	0.56450708855
253092	40	2	0.563390300082
253092	40	3	0.56116251046
253092	40	4	0.558448327753
268074	15	0	0.440006497407
268074	15	1	0.440021171741
268074	15	2	0.440051114374
268074	15	3	0.440100193538
268074	15	4	0.386954178688
304034	40	0	0.333350572719
304034	40	1	0.333354798291
304034	40	2	0.333379317813
304034	40	3	0.286222342964
304034	40	4	0.210318096001
317043	25	0	0.384627676053
317043	25	1	0.333507659912
317043	25	2	0.333768963173
317043	25	3	0.334874843834
317043	25	4	0.289238034316
326025	25	0	0.241413305971
326025	25	1	0.200218070244
326025	25	2	0.200564597036
326025	25	3	0.201295943503
326025	25	4	0.202238016751
326038	25	0	0.161381484914
326038	25	1	0.161820017348
326038	25	2	0.162721335513
326038	25	3	0.164442940184
326038	25	4	0.166822050336
326085	25	0	0.125070205888
326085	25	1	0.0914266334066
326085	25	2	0.092274536993
326085	25	3	0.163391213548
326085	25	4	0.192533336957
347031	40	0	0.0589639114143
347031	40	1	0.00118712619741
347031	40	2	0.00335570815539
347031	40	3	0.0103603787916
347031	40	4	0.0284064926036
