file_id	time_pressure	dilation_radius	gtc
6046	15	0	0.894590335858
6046	15	1	0.893967177853
6046	15	2	0.892740376262
6046	15	3	0.797133428688
6046	15	4	0.784613669216
8023	25	0	0.000133200587519
8023	25	1	0.000734968819882
8023	25	2	0.00212980089408
8023	25	3	0.00584140812788
8023	25	4	0.0129880774308
8068	25	0	0.200115811973
8068	25	1	0.162612498509
8068	25	2	0.169622169533
8068	25	3	0.242670082238
8068	25	4	0.346217897026
12003	15	0	0.16133896185
12003	15	1	0.161552373139
12003	15	2	0.161963826517
12003	15	3	0.173151578814
12003	15	4	0.241156437457
16052	40	0	0.0589349283645
16052	40	1	0.0293399867968
16052	40	2	0.00288496890197
16052	40	3	0.0262235467101
16052	40	4	0.0432216467775
35049	15	0	0.24141742885
35049	15	1	0.241566954154
35049	15	2	0.241841119425
35049	15	3	0.201101340178
35049	15	4	0.243020271792
35058	40	0	0.0102606197414
35058	40	1	0.229299239485
35058	40	2	0.369162804171
35058	40	3	0.505801461109
35058	40	4	0.685024956329
41006	25	0	0.285748849047
41006	25	1	0.161739172292
41006	25	2	0.162429630609
41006	25	3	0.202138820127
41006	25	4	0.244690595892
41029	25	0	0.333370113515
41029	25	1	0.333533814158
41029	25	2	0.333849559485
41029	25	3	0.334486259985
41029	25	4	0.330514589304
41085	15	0	0.20005965177
41085	15	1	0.200334484299
41085	15	2	0.200851707183
41085	15	3	0.201865089224
41085	15	4	0.20319177495
41096	40	0	0.333398832651
41096	40	1	0.286152264279
41096	40	2	0.286800563036
41096	40	3	0.287990998867
41096	40	4	0.289517786706
42012	25	0	0.0286751597373
42012	25	1	0.0291376356031
42012	25	2	0.030159155548
42012	25	3	0.0618795602001
42012	25	4	0.0361832850316
42049	15	0	0.200035970804
42049	15	1	0.161494797062
42049	15	2	0.191122407352
42049	15	3	0.135395012605
42049	15	4	0.152158213367
42078	15	0	0.565180524487
42078	15	1	0.565038424553
42078	15	2	0.564751752225
42078	15	3	0.564196487228
42078	15	4	0.499757154229
43051	25	0	0.200080075275
43051	25	1	0.16171767956
43051	25	2	0.168431334877
43051	25	3	0.180142862691
43051	25	4	0.142585094889
43074	15	0	0.12506346646
43074	15	1	0.0913344396008
43074	15	2	0.126013520956
43074	15	3	0.163183960772
43074	15	4	0.164562118549
49024	40	0	0.200074971751
49024	40	1	0.2005455738
49024	40	2	0.201199200164
49024	40	3	0.202852054729
49024	40	4	0.19580068448
64061	40	0	0.0287433921936
64061	40	1	0.00210442138934
64061	40	2	0.0116045084503
64061	40	3	0.0253653543297
64061	40	4	0.0440857683249
66039	15	0	0.714242789435
66039	15	1	0.636244672312
66039	15	2	0.636055337283
66039	15	3	0.704721865347
66039	15	4	0.697480259547
66075	40	0	0.0287511644158
66075	40	1	0.0296058749619
66075	40	2	0.0321145803618
66075	40	3	0.0677444453714
66075	40	4	0.151820429433
69020	15	0	0.714244970421
69020	15	1	0.636219491557
69020	15	2	0.636000023085
69020	15	3	0.713082733954
69020	15	4	0.712298005154
69022	15	0	0.799934714708
69022	15	1	0.79966628879
69022	15	2	0.799161119774
69022	15	3	0.798148857075
69022	15	4	0.796880136014
70011	15	0	0.0909727140228
70011	15	1	0.0290091178149
70011	15	2	0.0298357708544
70011	15	3	0.0613176222565
70011	15	4	0.0633262019622
77062	40	0	0.0910081256362
77062	40	1	0.059379603086
77062	40	2	0.0603593969872
77062	40	3	0.0626887761361
77062	40	4	0.0393814503888
87046	25	0	0.565174196121
87046	25	1	0.440056302567
87046	25	2	0.440136990673
87046	25	3	0.564386864401
87046	25	4	0.63317402727
100007	25	0	0.000117803820723
100007	25	1	0.0061124636521
100007	25	2	0.0267044059607
100007	25	3	0.0601925467288
100007	25	4	0.697156405192
100039	15	0	0.161323801678
100039	15	1	0.0911302563431
100039	15	2	0.0915081644886
100039	15	3	0.0923166287374
100039	15	4	0.0933977631043
103006	25	0	0.439990984289
103006	25	1	0.384677221085
