file_id	dilation_radius	gtc
3063	0	0.239168756909
3063	1	0.36294369016
3063	2	0.539674733921
3063	3	0.994300027772
3063	4	0.990216975314
6046	0	0.143065960055
6046	1	0.200753763187
6046	2	0.20200943473
6046	3	0.20460848646
6046	4	0.218840522201
8068	0	0.0912536376846
8068	1	0.097642892797
8068	2	0.186301941503
8068	3	0.293238295003
8068	4	0.422929253385
12003	0	0.0911240881581
12003	1	0.108997731187
12003	2	0.143334795715
12003	3	0.308249096961
12003	4	0.405924379093
16052	0	0.000217553322104
16052	1	0.00120316919887
16052	2	0.00323742590066
16052	3	0.00776124731724
16052	4	0.0143825893738
41006	0	0.0437100917792
41006	1	0.0448043571415
41006	2	0.0472621070836
41006	3	0.0523349136144
41006	4	0.0635061331222
41085	0	0.0437081608401
41085	1	0.044818414771
41085	2	0.0470332555136
41085	3	0.0518491748895
41085	4	0.05864243198
41096	0	0.333429965755
41096	1	0.33390492884
41096	2	0.334800463936
41096	3	0.412502485875
41096	4	0.41296545022
43051	0	0.143019389685
43051	1	0.203486697468
43051	2	0.224069788017
43051	3	0.251425361655
43051	4	0.257811300024
51084	0	0.0910896763386
51084	1	0.0918663160232
51084	2	0.105601419482
51084	3	0.146195544374
51084	4	0.245632878288
64061	0	0.0436513015668
64061	1	0.0444834037214
64061	2	0.0501040847328
64061	3	0.0617047885337
64061	4	0.073937591359
69022	0	0.200158199366
69022	1	0.200843754669
69022	2	0.202294968141
69022	3	0.205312078434
69022	4	0.156546694878
70011	0	0.00115473441109
70011	1	0.0102724430549
70011	2	0.0287147666513
70011	3	0.0628227625971
70011	4	0.0981196050838
70090	0	0.0436974860818
70090	1	0.0018209975803
70090	2	0.0467312696589
70090	3	0.0974355956833
70090	4	0.102160731963
100007	0	0.0435885320028
100007	1	0.151611436982
100007	2	0.421235200556
100007	3	0.715842385966
100007	4	0.832633518184
100080	0	0.0436886664707
100080	1	0.0446749306589
100080	2	0.0937754930245
100080	3	0.146406956951
100080	4	0.235090078506
103006	0	0.41178790174
103006	1	0.26346326325
103006	2	0.263961945337
103006	3	0.265047478144
103006	4	0.266506469488
103078	0	0.0436678716933
103078	1	0.044539302027
103078	2	0.0463467981148
103078	3	0.050406110149
103078	4	0.056161243049
105027	0	0.143057687684
105027	1	0.200866102504
105027	2	0.145248295863
105027	3	0.148386830918
105027	4	0.152657447574
135037	0	0.0436470473063
135037	1	0.00756873011965
135037	2	0.0644983538382
135037	3	0.648368743458
135037	4	0.759207320249
173036	0	0.000254072152185
173036	1	0.00144790803629
173036	2	0.00399679422711
173036	3	0.00946904220166
173036	4	0.0171681269153
209070	0	0.0436948316577
209070	1	0.00159656340524
209070	2	0.00565859743981
209070	3	0.0119104025659
209070	4	0.0224242946081
236017	0	0.0911114811139
236017	1	0.0920110091592
236017	2	0.0938860594134
236017	3	0.0980755458996
236017	4	0.103539908074
268002	0	0.000166501512254
268002	1	0.0144459228284
268002	2	0.0527159880038
268002	3	0.11421811849
268002	4	0.174507080444
326038	0	0.0911095578666
326038	1	0.0920979469402
326038	2	0.0941311040009
326038	3	0.0983254274072
326038	4	0.104495588833
