file_id	time_pressure	dilation_radius	gtc
64061	40	4	0.419005026862
66039	15	0	0.673298994098
66039	15	1	0.752369548507
66039	15	2	0.774555983479
66039	15	3	0.77700026605
66039	15	4	0.787289983173
66075	40	0	0.645053481098
66075	40	1	0.683218656033
66075	40	2	0.651240330204
66075	40	3	0.626614672102
66075	40	4	0.631084633736
69020	15	0	0.570013335577
69020	15	1	0.660151856124
69020	15	2	0.665441756128
69020	15	3	0.666648384188
69020	15	4	0.662152741385
69022	15	0	0.476051258147
69022	15	1	0.497945783148
69022	15	2	0.452770828783
69022	15	3	0.4303389097
69022	15	4	0.415051909426
70011	15	0	0.205814963298
70011	15	1	0.278333981528
70011	15	2	0.288737352832
70011	15	3	0.2945619908
70011	15	4	0.299637318418
77062	40	0	0.339370042404
77062	40	1	0.389457186267
77062	40	2	0.380480865759
77062	40	3	0.395846740972
77062	40	4	0.397382483647
87046	25	0	0.349667399451
87046	25	1	0.426121613575
87046	25	2	0.464433808522
87046	25	3	0.489466785466
87046	25	4	0.526169449434
100007	25	0	0.924154581243
100007	25	1	0.876876232264
100007	25	2	0.724228636866
100007	25	3	0.625998399056
100007	25	4	0.561982381981
100039	15	0	0.452594976581
100039	15	1	0.430180751219
100039	15	2	0.407942114296
100039	15	3	0.394691562434
100039	15	4	0.393358124237
103006	25	0	0.450072546859
103006	25	1	0.504427143659
103006	25	2	0.525100989176
103006	25	3	0.538995754348
103006	25	4	0.535156964152
103078	40	0	0.567003908684
103078	40	1	0.685192112787
103078	40	2	0.697313081205
103078	40	3	0.676520920068
103078	40	4	0.666289354233
104010	40	0	0.577950216628
104010	40	1	0.582354010586
104010	40	2	0.57802183849
104010	40	3	0.562632887161
104010	40	4	0.564785639042
104055	25	0	0.258264659147
104055	25	1	0.338081932684
104055	25	2	0.362668733036
104055	25	3	0.385275181811
104055	25	4	0.394837282109
105025	15	0	0.471978236156
105025	15	1	0.47471829833
105025	15	2	0.48557513926
105025	15	3	0.483785769667
105025	15	4	0.49174661887
106005	15	0	0.298337371962
106005	15	1	0.338471110917
106005	15	2	0.361585668732
106005	15	3	0.362037678187
106005	15	4	0.358591617041
106024	25	0	0.306107497035
106024	25	1	0.251517586504
106024	25	2	0.274585868082
106024	25	3	0.284005580068
106024	25	4	0.290108702442
106025	40	0	0.397192058116
106025	40	1	0.469658023433
106025	40	2	0.484052900224
106025	40	3	0.513536064288
106025	40	4	0.544791143283
107014	25	0	0.569712489382
107014	25	1	0.556528547295
107014	25	2	0.541870914788
107014	25	3	0.574907564861
107014	25	4	0.571278995007
107045	40	0	0.505081437313
107045	40	1	0.396036228873
107045	40	2	0.382838937614
107045	40	3	0.397221969892
107045	40	4	0.401698099809
108069	40	0	0.406673572008
108069	40	1	0.441264079261
108069	40	2	0.443195207629
108069	40	3	0.446993607237
108069	40	4	0.45832264591
108082	40	0	0.459867646285
108082	40	1	0.543767368913
108082	40	2	0.590568815421
108082	40	3	0.648381067383
108082	40	4	0.678199379295
109053	25	0	0.502818848856
109053	25	1	0.501435733094
109053	25	2	0.469555467128
109053	25	3	0.446737729398
109053	25	4	0.427257272921
112090	15	0	0.4848571932
112090	15	1	0.535569717795
112090	15	2	0.53807593939
112090	15	3	0.524185826604
112090	15	4	0.520674114654
123057	25	0	0.558856775837
123057	25	1	0.588034614699
123057	25	2	0.601876017905
123057	25	3	0.611539830687
123057	25	4	0.617820514317
123074	40	0	0.296111156735
123074	40	1	0.388992501273
123074	40	2	0.406036357188
123074	40	3	0.452042391175
123074	40	4	0.481424246601
130014	25	0	0.375809911442
130014	25	1	0.418987639382
130014	25	2	0.47195342437
130014	25	3	0.500452981545
130014	25	4	0.509561392438
130066	15	0	0.454172981076
130066	15	1	0.548727167687
130066	15	2	0.564476132879
130066	15	3	0.576460839283
130066	15	4	0.565829612052
134067	15	0	0.421501889381
134067	15	1	0.517205828769
134067	15	2	0.538366466033
134067	15	3	0.508105931316
134067	15	4	0.504177341108
135037	15	0	0.323066679753
135037	15	1	0.331562620797
135037	15	2	0.331034953507
135037	15	3	0.294001192116
135037	15	4	0.293771648616
141012	15	0	0.519113326574
141012	15	1	0.518668522718
141012	15	2	0.540916358002
141012	15	3	0.565767027049
141012	15	4	0.575036662585
141048	25	0	0.254191278019
141048	25	1	0.35436884185
141048	25	2	0.446337878526
141048	25	3	0.524199318261
141048	25	4	0.585629089362
159002	25	0	0.573625318309
159002	25	1	0.65554701472
159002	25	2	0.651668750826
159002	25	3	0.666140654028
159002	25	4	0.670015395162
159022	25	0	0.486098855213
159022	25	1	0.54143081272
159022	25	2	0.514487609524
159022	25	3	0.517791587041
159022	25	4	0.524046926661
159029	40	0	0.449228310516
159029	40	1	0.481876547098
159029	40	2	0.494568247602
159029	40	3	0.521462138577
159029	40	4	0.533765284645
159045	25	0	0.275557426502
159045	25	1	0.340674682196
159045	25	2	0.362463104933
159045	25	3	0.357061209804
159045	25	4	0.36365297995
159091	40	0	0.792015311033
159091	40	1	0.784653476442
159091	40	2	0.78565070255
159091	40	3	0.778168763054
159091	40	4	0.768988121068
160067	25	0	0.655206629976
160067	25	1	0.67341745761
160067	25	2	0.674614039138
160067	25	3	0.687033625561
160067	25	4	0.682126535321
164046	15	0	0.448816227939
164046	15	1	0.45366405993
164046	15	2	0.523287627569
164046	15	3	0.478090323105
164046	15	4	0.483471782931
167062	40	0	0.47769712809
167062	40	1	0.583050408807
167062	40	2	0.497414895242
167062	40	3	0.428562419595
167062	40	4	0.39138693856
168084	15	0	0.594993887705
168084	15	1	0.659370205474
168084	15	2	0.670600954824
168084	15	3	0.673373381468
168084	15	4	0.675064012853
175083	40	0	0.343482835639
175083	40	1	0.432248311027
175083	40	2	0.431651404917
175083	40	3	0.450136972399
175083	40	4	0.469441217311
183066	25	0	0.691587333908
183066	25	1	0.700311282995
183066	25	2	0.677946498664
183066	25	3	0.614818237709
183066	25	4	0.621795149483
196015	15	0	0.144912498349
196015	15	1	0.20782420458
196015	15	2	0.248592853891
196015	15	3	0.257911739477
196015	15	4	0.26707305479
196027	15	0	0.42851042018
196027	15	1	0.510448905568
196027	15	2	0.505080326997
196027	15	3	0.502344369968
196027	15	4	0.465669029213
196040	40	0	0.432557831054
196040	40	1	0.539466241642
196040	40	2	0.568269530195
196040	40	3	0.549678145443
196040	40	4	0.586540493807
202000	40	0	0.302578438626
202000	40	1	0.337342047863
202000	40	2	0.357655889195
202000	40	3	0.36087819183
202000	40	4	0.407985101447
209070	15	0	0.265411086177
209070	15	1	0.254394300064
209070	15	2	0.26430117151
209070	15	3	0.280292650584
209070	15	4	0.283344176407
236017	40	0	0.3423027732
236017	40	1	0.366394144455
236017	40	2	0.373945330338
236017	40	3	0.377106263491
236017	40	4	0.398416650721
247085	40	0	0.820674772175
247085	40	1	0.801242734335
247085	40	2	0.800331661461
247085	40	3	0.80273101835
247085	40	4	0.808441904966
253092	40	0	0.77119459026
253092	40	1	0.812790817478
253092	40	2	0.832385589868
253092	40	3	0.844013827199
253092	40	4	0.858626299985
268074	15	0	0.291884764002
268074	15	1	0.335485295544
268074	15	2	0.353685279242
268074	15	3	0.364054906549
268074	15	4	0.385423874094
304034	40	0	0.601311411561
304034	40	1	0.716626108776
304034	40	2	0.744307408756
304034	40	3	0.762924210546
304034	40	4	0.765891174801
317043	25	0	0.23757897184
317043	25	1	0.254566157614
317043	25	2	0.269887434412
317043	25	3	0.294549346252
317043	25	4	0.301838629831
326025	25	0	0.575738637833
326025	25	1	0.642157660296
326025	25	2	0.665145651101
326025	25	3	0.639920179451
326025	25	4	0.631120816442
326038	25	0	0.228345595801
326038	25	1	0.277332057831
326038	25	2	0.316931966127
326038	25	3	0.344003423148
326038	25	4	0.354664990098
326085	25	0	0.536777533614
326085	25	1	0.560962955714
326085	25	2	0.57985860377
326085	25	3	0.618745966562
326085	25	4	0.641694464306
347031	40	0	0.610975935755
347031	40	1	0.64196312155
347031	40	2	0.618291446073
347031	40	3	0.587034269496
347031	40	4	0.57258136812
