file_id	dilation_radius	gtc
3063	0	0.992356907341
3063	1	0.989239773604
3063	2	0.984191929575
3063	3	0.972333421406
3063	4	0.965090673171
6046	0	0.256234187004
6046	1	0.254071282001
6046	2	0.245868251433
6046	3	0.343737224219
6046	4	0.59987159583
8068	0	0.739077616113
8068	1	0.861458445251
8068	2	0.854454977523
8068	3	0.848787773739
8068	4	0.843971991217
12003	0	0.993671406959
12003	1	0.99252424209
12003	2	0.990793061982
12003	3	0.985699771706
12003	4	0.980081496604
16052	0	0.00919698343813
16052	1	0.0754285282791
16052	2	0.120009581945
16052	3	0.170024207255
16052	4	0.262744241895
41006	0	0.0530429139746
41006	1	0.158341614967
41006	2	0.36942939926
41006	3	0.526614270008
41006	4	0.539391822881
41085	0	0.0257363782314
41085	1	0.0789670490749
41085	2	0.135986511591
41085	3	0.197412552501
41085	4	0.253774985194
41096	0	0.0833363083551
41096	1	0.108181690666
41096	2	0.168200488486
41096	3	0.274601815812
41096	4	0.37595022158
43051	0	0.209758136989
43051	1	0.535766827767
43051	2	0.617839117318
43051	3	0.79366483489
43051	4	0.789061860538
51084	0	0.515973505773
51084	1	0.608201676652
51084	2	0.986960597698
51084	3	0.978587212227
51084	4	0.967755981826
64061	0	0.215772107104
64061	1	0.307018224118
64061	2	0.364803524965
64061	3	0.442464841307
64061	4	0.544588064589
69022	0	0.101253842263
69022	1	0.123722963455
69022	2	0.148452552209
69022	3	0.18468734475
69022	4	0.209600288761
70011	0	0.0915911656584
70011	1	0.332509017084
70011	2	0.535538894961
70011	3	0.681142658427
70011	4	0.742478504836
70090	0	0.0329748616208
70090	1	0.0859009482941
70090	2	0.140605655985
70090	3	0.218745628114
70090	4	0.328203015583
100007	0	0.376526270498
100007	1	0.441678604212
100007	2	0.439404447073
100007	3	0.434371742546
100007	4	0.429588348528
100080	0	0.34254614185
100080	1	0.685771256285
100080	2	0.687240448354
100080	3	0.793291363834
100080	4	0.912214701817
103006	0	0.0980325061526
103006	1	0.111658959011
103006	2	0.0877546441779
103006	3	0.111730130434
103006	4	0.137414400958
103078	0	0.0409618839143
103078	1	0.0780802576459
103078	2	0.192861840139
103078	3	0.242466972776
103078	4	0.261736847564
105027	0	0.00903348792216
105027	1	0.0292406679732
105027	2	0.12030760133
105027	3	0.186293349521
105027	4	0.229440020896
135037	0	0.755844287008
135037	1	0.880276498823
135037	2	0.878106924995
135037	3	0.865797815767
135037	4	0.858135144656
173036	0	0.0286781447466
173036	1	0.0821510670861
173036	2	0.137323088909
173036	3	0.204449277786
173036	4	0.263269019639
209070	0	0.0460059423554
209070	1	0.135128114737
209070	2	0.196925260833
209070	3	0.29013877139
209070	4	0.349448989942
236017	0	0.0525651005173
236017	1	0.0734381200373
236017	2	0.0964361076796
236017	3	0.136928170853
236017	4	0.166702338788
268002	0	0.0830995101087
268002	1	0.0722440452665
268002	2	0.117991085614
268002	3	0.152027855073
268002	4	0.182026636024
326038	0	0.00990375565473
326038	1	0.0321967192823
326038	2	0.0628218603827
326038	3	0.229752557176
326038	4	0.297361320009
