# participant_id	file_id	time_pressure	dilation_radius	dsc
1	326025	25	2	0.649626
1	326025	25	3	0.655293
1	326025	25	4	0.679515
1	326038	25	0	0.733084
1	326038	25	1	0.605425
1	326038	25	2	0.553197
1	326038	25	3	0.466004
1	326038	25	4	0.477959
1	326085	25	0	0.831805
1	326085	25	1	0.838264
1	326085	25	2	0.820112
1	326085	25	3	0.855837
1	326085	25	4	0.858747
1	347031	40	0	0.878365
1	347031	40	1	0.832877
1	347031	40	2	0.780122
1	347031	40	3	0.800485
1	347031	40	4	0.824548
2	6046	15	0	0.570046
2	6046	15	1	0.568790
2	6046	15	2	0.571723
2	6046	15	3	0.558816
2	6046	15	4	0.562020
2	8023	25	0	0.157177
2	8023	25	1	0.180701
2	8023	25	2	0.182733
2	8023	25	3	0.188086
2	8023	25	4	0.186337
2	8068	25	0	0.388533
2	8068	25	1	0.423088
2	8068	25	2	0.397523
2	8068	25	3	0.413350
2	8068	25	4	0.442423
2	12003	15	0	0.466230
2	12003	15	1	0.403390
2	12003	15	2	0.623787
2	12003	15	3	0.614248
2	12003	15	4	0.611826
2	16052	40	0	0.655686
2	16052	40	1	0.626731
2	16052	40	2	0.639045
2	16052	40	3	0.713749
2	16052	40	4	0.734298
2	35049	15	0	0.391348
2	35049	15	1	0.506767
2	35049	15	2	0.499155
2	35049	15	3	0.528711
2	35049	15	4	0.514066
2	35058	40	0	0.182613
2	35058	40	1	0.092656
2	35058	40	2	0.104847
2	35058	40	3	0.082345
2	35058	40	4	0.257850
2	41006	25	0	0.259971
2	41006	25	1	0.353061
2	41006	25	2	0.231248
2	41006	25	3	0.238897
2	41006	25	4	0.226643
2	41029	25	0	0.590375
2	41029	25	1	0.590375
2	41029	25	2	0.602368
2	41029	25	3	0.608637
2	41029	25	4	0.598770
2	41085	15	0	0.327288
2	41085	15	1	0.326908
2	41085	15	2	0.330037
2	41085	15	3	0.317636
2	41085	15	4	0.317232
2	41096	40	0	0.567795
2	41096	40	1	0.544901
2	41096	40	2	0.565622
2	41096	40	3	0.525392
2	41096	40	4	0.483730
2	42012	25	0	0.418601
2	42012	25	1	0.375937
2	42012	25	2	0.330557
2	42012	25	3	0.438715
2	42012	25	4	0.440892
2	42049	15	0	0.019551
2	42049	15	1	0.017415
2	42049	15	2	0.097992
2	42049	15	3	0.101812
2	42049	15	4	0.073597
2	42078	15	0	0.369868
2	42078	15	1	0.787193
2	42078	15	2	0.716950
2	42078	15	3	0.710766
2	42078	15	4	0.692121
2	43051	25	0	0.394760
2	43051	25	1	0.415245
2	43051	25	2	0.416723
2	43051	25	3	0.435952
2	43051	25	4	0.431393
2	43074	15	0	0.255834
2	43074	15	1	0.023200
2	43074	15	2	0.010740
2	43074	15	3	0.055396
2	43074	15	4	0.078928
2	49024	40	0	0.017911
2	49024	40	1	0.267911
2	49024	40	2	0.436760
2	49024	40	3	0.568261
2	49024	40	4	0.590953
2	64061	40	0	0.292133
2	64061	40	1	0.241890
2	64061	40	2	0.358448
2	64061	40	3	0.344537
2	64061	40	4	0.249414
2	66039	15	0	0.733973
2	66039	15	1	0.736881
2	66039	15	2	0.736281
2	66039	15	3	0.731575
2	66039	15	4	0.722424
2	66075	40	0	0.671115
2	66075	40	1	0.704815
2	66075	40	2	0.652836
2	66075	40	3	0.576638
2	66075	40	4	0.599658
2	69020	15	0	0.426847
2	69020	15	1	0.426847
2	69020	15	2	0.426847
2	69020	15	3	0.426847
2	69020	15	4	0.426847
2	69022	15	0	0.387128
2	69022	15	1	0.387128
2	69022	15	2	0.387128
2	69022	15	3	0.387128
2	69022	15	4	0.387128
2	70011	15	0	0.488265
2	70011	15	1	0.224536
2	70011	15	2	0.253989
2	70011	15	3	0.177754
2	70011	15	4	0.244290
2	77062	40	0	0.193399
2	77062	40	1	0.242430
2	77062	40	2	0.197349
2	77062	40	3	0.209205
2	77062	40	4	0.184857
2	87046	25	0	0.280229
2	87046	25	1	0.280229
2	87046	25	2	0.280229
2	87046	25	3	0.280229
2	87046	25	4	0.280229
2	100007	25	0	0.850070
2	100007	25	1	0.804156
2	100007	25	2	0.622798
2	100007	25	3	0.608564
2	100007	25	4	0.403358
2	100039	15	0	0.378663
2	100039	15	1	0.456475
2	100039	15	2	0.395143
2	100039	15	3	0.353639
2	100039	15	4	0.369604
2	103006	25	0	0.440063
2	103006	25	1	0.440063
2	103006	25	2	0.440063
2	103006	25	3	0.440063
2	103006	25	4	0.440063
2	103078	40	0	0.370578
2	103078	40	1	0.603378
2	103078	40	2	0.601660
2	103078	40	3	0.543787
2	103078	40	4	0.510741
2	104010	40	0	0.428419
2	104010	40	1	0.423829
2	104010	40	2	0.447665
2	104010	40	3	0.474761
2	104010	40	4	0.495896
2	104055	25	0	0.213177
2	104055	25	1	0.370215
2	104055	25	2	0.282207
2	104055	25	3	0.253131
2	104055	25	4	0.276423
2	105025	15	0	0.498799
2	105025	15	1	0.201948
2	105025	15	2	0.222951
2	105025	15	3	0.255232
2	105025	15	4	0.352195
2	106005	15	0	0.343142
2	106005	15	1	0.152012
2	106005	15	2	0.173187
2	106005	15	3	0.308878
2	106005	15	4	0.309442
2	106024	25	0	0.281202
2	106024	25	1	0.231244
2	106024	25	2	0.246046
2	106024	25	3	0.235972
2	106024	25	4	0.223837
2	106025	40	0	0.425432
2	106025	40	1	0.464170
2	106025	40	2	0.521746
2	106025	40	3	0.520813
2	106025	40	4	0.585988
2	107014	25	0	0.352223
2	107014	25	1	0.353217
2	107014	25	2	0.358501
2	107014	25	3	0.437162
2	107014	25	4	0.431205
2	107045	40	0	0.221267
2	107045	40	1	0.228169
2	107045	40	2	0.239951
2	107045	40	3	0.259547
2	107045	40	4	0.264607
2	108069	40	0	0.431574
2	108069	40	1	0.444419
2	108069	40	2	0.441061
2	108069	40	3	0.492529
2	108069	40	4	0.501687
2	108082	40	0	0.530930
2	108082	40	1	0.597835
2	108082	40	2	0.571598
2	108082	40	3	0.707086
2	108082	40	4	0.743067
2	109053	25	0	0.266511
2	109053	25	1	0.266511
2	109053	25	2	0.266511
2	109053	25	3	0.266511
2	109053	25	4	0.266511
2	112090	15	0	0.276101
2	112090	15	1	0.276101
2	112090	15	2	0.276101
2	112090	15	3	0.276101
2	112090	15	4	0.276101
2	123057	25	0	0.353375
2	123057	25	1	0.424913
2	123057	25	2	0.424294
2	123057	25	3	0.396197
2	123057	25	4	0.378771
2	123074	40	0	0.505077
2	123074	40	1	0.490545
2	123074	40	2	0.515312
2	123074	40	3	0.591648
2	123074	40	4	0.568293
2	130014	25	0	0.231942
2	130014	25	1	0.231942
2	130014	25	2	0.231942
2	130014	25	3	0.231942
2	130014	25	4	0.231942
2	130066	15	0	0.370051
2	130066	15	1	0.370051
2	130066	15	2	0.370051
2	130066	15	3	0.370051
2	130066	15	4	0.370051
2	134067	15	0	0.181013
2	134067	15	1	0.194887
2	134067	15	2	0.208459
2	134067	15	3	0.209212
2	134067	15	4	0.211129
2	135037	15	0	0.139893
2	135037	15	1	0.139893
2	135037	15	2	0.139893
2	135037	15	3	0.139893
2	135037	15	4	0.139893
2	141012	15	0	0.518364
2	141012	15	1	0.684270
2	141012	15	2	0.735049
2	141012	15	3	0.713022
2	141012	15	4	0.718939
2	141048	25	0	0.771721
2	141048	25	1	0.711643
2	141048	25	2	0.654055
2	141048	25	3	0.653068
2	141048	25	4	0.613796
2	159002	25	0	0.627064
2	159002	25	1	0.604982
2	159002	25	2	0.589480
2	159002	25	3	0.590582
2	159002	25	4	0.587259
2	159022	25	0	0.791385
2	159022	25	1	0.773201
2	159022	25	2	0.770680
2	159022	25	3	0.742856
2	159022	25	4	0.746276
2	159029	40	0	0.258346
2	159029	40	1	0.242881
2	159029	40	2	0.249250
2	159029	40	3	0.240189
2	159029	40	4	0.264959
2	159045	25	0	0.179956
2	159045	25	1	0.243140
2	159045	25	2	0.250591
2	159045	25	3	0.265301
2	159045	25	4	0.268106
2	159091	40	0	0.630269
2	159091	40	1	0.705074
2	159091	40	2	0.770448
2	159091	40	3	0.730989
2	159091	40	4	0.698448
2	160067	25	0	0.548575
2	160067	25	1	0.517130
2	160067	25	2	0.500556
2	160067	25	3	0.480767
2	160067	25	4	0.434172
2	164046	15	0	0.203825
2	164046	15	1	0.452208
2	164046	15	2	0.456357
2	164046	15	3	0.384243
2	164046	15	4	0.361565
2	167062	40	0	0.241170
2	167062	40	1	0.730905
2	167062	40	2	0.765645
2	167062	40	3	0.662497
2	167062	40	4	0.655111
2	168084	15	0	0.523777
2	168084	15	1	0.524848
2	168084	15	2	0.550848
2	168084	15	3	0.546829
2	168084	15	4	0.549681
2	175083	40	0	0.363981
2	175083	40	1	0.296870
2	175083	40	2	0.273316
2	175083	40	3	0.269510
2	175083	40	4	0.261297
2	183066	25	0	0.698100
2	183066	25	1	0.739270
2	183066	25	2	0.711321
2	183066	25	3	0.686066
2	183066	25	4	0.678650
2	196015	15	0	0.132297
2	196015	15	1	0.105739
2	196015	15	2	0.119362
2	196015	15	3	0.132134
2	196015	15	4	0.129811
2	196027	15	0	0.246056
2	196027	15	1	0.715570
2	196027	15	2	0.735285
2	196027	15	3	0.738854
2	196027	15	4	0.690055
2	196040	40	0	0.285412
2	196040	40	1	0.436192
2	196040	40	2	0.460580
2	196040	40	3	0.429123
2	196040	40	4	0.465482
2	202000	40	0	0.426244
2	202000	40	1	0.276820
2	202000	40	2	0.199401
2	202000	40	3	0.175034
2	202000	40	4	0.235256
2	209070	15	0	0.235857
2	209070	15	1	0.195936
2	209070	15	2	0.262089
2	209070	15	3	0.227205
2	209070	15	4	0.258192
2	236017	40	0	0.305709
2	236017	40	1	0.326221
2	236017	40	2	0.343658
2	236017	40	3	0.344588
2	236017	40	4	0.362467
2	247085	40	0	0.763963
2	247085	40	1	0.778262
2	247085	40	2	0.795697
2	247085	40	3	0.810661
2	247085	40	4	0.807016
2	253092	40	0	0.664986
2	253092	40	1	0.814976
2	253092	40	2	0.866117
2	253092	40	3	0.939535
2	253092	40	4	0.934083
2	268074	15	0	0.227170
2	268074	15	1	0.225064
2	268074	15	2	0.219036
2	268074	15	3	0.242914
2	268074	15	4	0.215728
2	304034	40	0	0.288647
2	304034	40	1	0.482639
2	304034	40	2	0.544626
2	304034	40	3	0.541551
2	304034	40	4	0.542051
2	317043	25	0	0.169071
2	317043	25	1	0.177453
2	317043	25	2	0.143630
2	317043	25	3	0.183088
2	317043	25	4	0.172453
2	326025	25	0	0.521164
2	326025	25	1	0.534628
2	326025	25	2	0.538415
2	326025	25	3	0.556136
2	326025	25	4	0.563230
2	326038	25	0	0.223070
2	326038	25	1	0.223070
2	326038	25	2	0.223070
2	326038	25	3	0.223070
2	326038	25	4	0.223070
2	326085	25	0	0.497590
2	326085	25	1	0.569179
2	326085	25	2	0.611876
2	326085	25	3	0.563064
2	326085	25	4	0.555374
2	347031	40	0	0.668414
2	347031	40	1	0.690262
2	347031	40	2	0.639981
2	347031	40	3	0.525285
2	347031	40	4	0.496245
3	6046	15	0	0.658370
3	6046	15	1	0.680419
3	6046	15	2	0.629610
3	6046	15	3	0.634760
3	6046	15	4	0.657107
3	8023	25	0	0.462364
3	8023	25	1	0.457608
3	8023	25	2	0.667114
3	8023	25	3	0.679539
3	8023	25	4	0.699284
3	8068	25	0	0.386253
3	8068	25	1	0.422952
3	8068	25	2	0.444611
3	8068	25	3	0.544928
3	8068	25	4	0.540550
3	12003	15	0	0.882254
3	12003	15	1	0.954940
3	12003	15	2	0.959906
3	12003	15	3	0.964796
3	12003	15	4	0.968630
3	16052	40	0	0.771671
3	16052	40	1	0.821117
3	16052	40	2	0.785845
3	16052	40	3	0.847290
3	16052	40	4	0.857593
3	35049	15	0	0.537197
3	35049	15	1	0.554728
3	35049	15	2	0.619115
3	35049	15	3	0.634676
3	35049	15	4	0.644295
3	35058	40	0	0.573787
3	35058	40	1	0.582963
3	35058	40	2	0.567973
3	35058	40	3	0.602686
3	35058	40	4	0.641093
3	41006	25	0	0.369531
3	41006	25	1	0.392134
3	41006	25	2	0.414488
3	41006	25	3	0.478783
3	41006	25	4	0.496846
3	41029	25	0	0.821891
3	41029	25	1	0.813368
3	41029	25	2	0.809251
3	41029	25	3	0.820721
3	41029	25	4	0.820456
3	41085	15	0	0.310221
3	41085	15	1	0.371875
3	41085	15	2	0.417794
3	41085	15	3	0.494891
3	41085	15	4	0.538208
3	41096	40	0	0.544911
3	41096	40	1	0.501475
3	41096	40	2	0.511560
3	41096	40	3	0.510640
3	41096	40	4	0.523930
3	42012	25	0	0.438828
3	42012	25	1	0.494719
3	42012	25	2	0.507330
3	42012	25	3	0.502546
3	42012	25	4	0.569777
3	42049	15	0	0.680753
3	42049	15	1	0.767781
3	42049	15	2	0.693367
3	42049	15	3	0.716580
3	42049	15	4	0.822249
3	42078	15	0	0.739960
3	42078	15	1	0.698233
3	42078	15	2	0.669861
3	42078	15	3	0.792408
3	42078	15	4	0.806521
3	43051	25	0	0.848092
3	43051	25	1	0.788840
3	43051	25	2	0.743058
3	43051	25	3	0.718317
3	43051	25	4	0.675954
3	43074	15	0	0.138289
3	43074	15	1	0.138289
3	43074	15	2	0.138289
3	43074	15	3	0.138289
3	43074	15	4	0.138289
3	49024	40	0	0.369538
3	49024	40	1	0.361127
3	49024	40	2	0.437433
3	49024	40	3	0.453709
3	49024	40	4	0.443592
3	64061	40	0	0.224657
3	64061	40	1	0.222901
3	64061	40	2	0.222204
3	64061	40	3	0.221477
3	64061	40	4	0.223031
3	66039	15	0	0.744931
3	66039	15	1	0.755739
3	66039	15	2	0.749536
3	66039	15	3	0.745003
3	66039	15	4	0.744683
3	66075	40	0	0.863584
3	66075	40	1	0.888629
3	66075	40	2	0.855820
3	66075	40	3	0.769104
3	66075	40	4	0.755240
3	69020	15	0	0.682909
3	69020	15	1	0.760881
3	69020	15	2	0.784021
3	69020	15	3	0.785150
3	69020	15	4	0.769293
3	69022	15	0	0.438689
3	69022	15	1	0.447760
3	69022	15	2	0.497751
3	69022	15	3	0.522596
3	69022	15	4	0.557563
3	70011	15	0	0.565636
3	70011	15	1	0.599101
3	70011	15	2	0.692463
3	70011	15	3	0.655868
3	70011	15	4	0.631500
3	77062	40	0	0.355374
3	77062	40	1	0.388329
3	77062	40	2	0.394667
3	77062	40	3	0.360210
3	77062	40	4	0.396262
3	87046	25	0	0.388231
3	87046	25	1	0.358266
3	87046	25	2	0.340048
3	87046	25	3	0.328025
3	87046	25	4	0.324964
3	100007	25	0	0.924838
3	100007	25	1	0.867079
3	100007	25	2	0.875955
3	100007	25	3	0.834584
3	100007	25	4	0.845955
3	100039	15	0	0.844106
3	100039	15	1	0.801606
3	100039	15	2	0.795451
3	100039	15	3	0.789002
3	100039	15	4	0.784541
3	103006	25	0	0.551820
3	103006	25	1	0.582059
3	103006	25	2	0.580864
3	103006	25	3	0.617808
3	103006	25	4	0.646318
3	103078	40	0	0.717567
3	103078	40	1	0.730106
3	103078	40	2	0.760422
3	103078	40	3	0.767844
3	103078	40	4	0.783193
3	104010	40	0	0.471920
3	104010	40	1	0.471920
3	104010	40	2	0.471920
3	104010	40	3	0.471920
3	104010	40	4	0.471920
3	104055	25	0	0.558543
3	104055	25	1	0.617026
3	104055	25	2	0.583307
3	104055	25	3	0.554263
3	104055	25	4	0.478165
3	105025	15	0	0.710531
3	105025	15	1	0.679749
3	105025	15	2	0.650012
3	105025	15	3	0.631151
3	105025	15	4	0.621867
3	106005	15	0	0.652169
3	106005	15	1	0.645231
3	106005	15	2	0.570184
3	106005	15	3	0.576933
3	106005	15	4	0.543818
3	106024	25	0	0.502681
3	106024	25	1	0.503781
3	106024	25	2	0.554227
3	106024	25	3	0.566965
3	106024	25	4	0.585168
3	106025	40	0	0.667693
3	106025	40	1	0.768962
3	106025	40	2	0.764199
3	106025	40	3	0.773513
3	106025	40	4	0.781993
3	107014	25	0	0.549822
3	107014	25	1	0.699724
3	107014	25	2	0.719131
3	107014	25	3	0.723386
3	107014	25	4	0.743941
3	107045	40	0	0.248347
3	107045	40	1	0.297557
3	107045	40	2	0.318526
3	107045	40	3	0.395620
3	107045	40	4	0.423094
3	108069	40	0	0.500660
3	108069	40	1	0.491731
3	108069	40	2	0.478051
3	108069	40	3	0.597526
3	108069	40	4	0.616155
3	108082	40	0	0.632638
3	108082	40	1	0.730737
3	108082	40	2	0.755783
3	108082	40	3	0.775642
3	108082	40	4	0.788088
3	109053	25	0	0.361629
3	109053	25	1	0.357383
3	109053	25	2	0.365614
3	109053	25	3	0.389019
3	109053	25	4	0.407939
3	112090	15	0	0.620372
3	112090	15	1	0.669671
3	112090	15	2	0.679404
3	112090	15	3	0.661832
3	112090	15	4	0.691056
3	123057	25	0	0.565317
3	123057	25	1	0.575601
3	123057	25	2	0.552635
3	123057	25	3	0.499337
3	123057	25	4	0.508264
3	123074	40	0	0.358337
3	123074	40	1	0.364960
3	123074	40	2	0.351778
3	123074	40	3	0.378270
3	123074	40	4	0.445602
3	130014	25	0	0.549259
3	130014	25	1	0.572404
3	130014	25	2	0.562483
3	130014	25	3	0.495981
3	130014	25	4	0.477931
3	130066	15	0	0.617178
3	130066	15	1	0.630292
3	130066	15	2	0.648229
3	130066	15	3	0.663933
3	130066	15	4	0.672004
3	134067	15	0	0.667178
3	134067	15	1	0.624987
3	134067	15	2	0.724667
3	134067	15	3	0.699636
3	134067	15	4	0.812116
3	135037	15	0	0.913302
3	135037	15	1	0.931301
3	135037	15	2	0.878669
3	135037	15	3	0.851035
3	135037	15	4	0.765835
3	141012	15	0	0.851447
3	141012	15	1	0.642580
3	141012	15	2	0.643674
3	141012	15	3	0.673644
3	141012	15	4	0.697660
3	141048	25	0	0.030224
3	141048	25	1	0.571715
3	141048	25	2	0.739511
3	141048	25	3	0.792590
