# participant_id	file_id	time_pressure	dilation_radius	dsc
1	130066	15	1	0.370110
1	130066	15	2	0.370203
1	130066	15	3	0.370397
1	130066	15	4	0.370634
1	134067	15	0	0.180862
1	134067	15	1	0.180898
1	134067	15	2	0.180973
1	134067	15	3	0.181112
1	134067	15	4	0.181278
1	135037	15	0	0.139904
1	135037	15	1	0.011642
1	135037	15	2	0.029522
1	135037	15	3	0.908683
1	135037	15	4	0.915136
1	141012	15	0	0.000561
1	141012	15	1	0.002903
1	141012	15	2	0.007417
1	141012	15	3	0.015983
1	141012	15	4	0.027054
1	141048	25	0	0.598179
1	141048	25	1	0.598364
1	141048	25	2	0.598710
1	141048	25	3	0.599369
1	141048	25	4	0.600223
1	159002	25	0	0.001297
1	159002	25	1	0.007645
1	159002	25	2	0.017509
1	159002	25	3	0.037650
1	159002	25	4	0.063270
1	159022	25	0	0.401793
1	159022	25	1	0.401974
1	159022	25	2	0.402326
1	159022	25	3	0.402987
1	159022	25	4	0.403834
1	159029	40	0	0.279626
1	159029	40	1	0.279907
1	159029	40	2	0.280476
1	159029	40	3	0.281595
1	159029	40	4	0.282953
1	159045	25	0	0.002080
1	159045	25	1	0.011389
1	159045	25	2	0.028357
1	159045	25	3	0.061317
1	159045	25	4	0.098032
1	159091	40	0	0.316143
1	159091	40	1	0.316437
1	159091	40	2	0.316943
1	159091	40	3	0.317895
1	159091	40	4	0.319110
1	160067	25	0	0.412300
1	160067	25	1	0.412474
1	160067	25	2	0.412829
1	160067	25	3	0.413510
1	160067	25	4	0.414390
1	164046	15	0	0.320664
1	164046	15	1	0.320678
1	164046	15	2	0.320707
1	164046	15	3	0.320765
1	164046	15	4	0.320837
1	167062	40	0	0.020860
1	167062	40	1	0.102308
1	167062	40	2	0.248292
1	167062	40	3	0.471716
1	167062	40	4	0.739604
1	168084	15	0	0.521496
1	168084	15	1	0.521526
1	168084	15	2	0.521585
1	168084	15	3	0.521705
1	168084	15	4	0.521855
1	175083	40	0	0.005594
1	175083	40	1	0.031012
1	175083	40	2	0.075936
1	175083	40	3	0.146036
1	175083	40	4	0.223621
1	183066	25	0	0.316953
1	183066	25	1	0.317110
1	183066	25	2	0.317413
1	183066	25	3	0.318004
1	183066	25	4	0.318767
1	196015	15	0	0.004213
1	196015	15	1	0.026505
1	196015	15	2	0.059196
1	196015	15	3	0.116694
1	196015	15	4	0.175900
1	196027	15	0	0.205891
1	196027	15	1	0.205891
1	196027	15	2	0.205891
1	196027	15	3	0.205891
1	196027	15	4	0.205891
1	196040	40	0	0.003772
1	196040	40	1	0.020987
1	196040	40	2	0.050834
1	196040	40	3	0.102179
1	196040	40	4	0.162848
1	202000	40	0	0.008071
1	202000	40	1	0.043404
1	202000	40	2	0.105398
1	202000	40	3	0.312833
1	202000	40	4	0.583891
1	209070	15	0	0.273754
1	209070	15	1	0.273811
1	209070	15	2	0.273924
1	209070	15	3	0.274148
1	209070	15	4	0.274427
1	236017	40	0	0.301386
1	236017	40	1	0.301565
1	236017	40	2	0.301919
1	236017	40	3	0.302601
1	236017	40	4	0.303481
1	247085	40	0	0.615456
1	247085	40	1	0.615967
1	247085	40	2	0.616974
1	247085	40	3	0.833184
1	247085	40	4	0.834371
1	253092	40	0	0.564179
1	253092	40	1	0.564525
1	253092	40	2	0.565244
1	253092	40	3	0.566632
1	253092	40	4	0.568398
1	268074	15	0	0.200787
1	268074	15	1	0.200817
1	268074	15	2	0.200878
1	268074	15	3	0.200997
1	268074	15	4	0.201132
1	304034	40	0	0.252249
1	304034	40	1	0.252482
1	304034	40	2	0.252913
1	304034	40	3	0.253749
1	304034	40	4	0.254721
1	317043	25	0	0.168346
1	317043	25	1	0.168440
1	317043	25	2	0.168622
1	317043	25	3	0.168967
1	317043	25	4	0.169394
1	326025	25	0	0.002070
1	326025	25	1	0.011330
1	326025	25	2	0.028497
1	326025	25	3	0.061958
1	326025	25	4	0.100434
1	326038	25	0	0.223085
1	326038	25	1	0.223148
1	326038	25	2	0.223278
1	326038	25	3	0.223538
1	326038	25	4	0.223856
1	326085	25	0	0.000864
1	326085	25	1	0.004871
1	326085	25	2	0.012636
1	326085	25	3	0.026797
1	326085	25	4	0.044607
1	347031	40	0	0.003583
1	347031	40	1	0.020569
1	347031	40	2	0.050909
1	347031	40	3	0.105047
1	347031	40	4	0.164235
2	6046	15	0	0.466326
2	6046	15	1	0.466384
2	6046	15	2	0.466499
2	6046	15	3	0.466722
2	6046	15	4	0.467008
2	8023	25	0	0.121669
2	8023	25	1	0.121685
2	8023	25	2	0.121714
2	8023	25	3	0.121773
2	8023	25	4	0.121848
2	8068	25	0	0.357484
2	8068	25	1	0.357501
2	8068	25	2	0.357529
2	8068	25	3	0.357590
2	8068	25	4	0.357672
2	12003	15	0	0.411169
2	12003	15	1	0.411203
2	12003	15	2	0.411271
2	12003	15	3	0.411406
2	12003	15	4	0.411578
2	16052	40	0	0.254322
2	16052	40	1	0.254372
2	16052	40	2	0.009996
2	16052	40	3	0.021808
2	16052	40	4	0.035711
2	35049	15	0	0.000823
2	35049	15	1	0.003780
2	35049	15	2	0.008603
2	35049	15	3	0.016879
2	35049	15	4	0.027213
2	35058	40	0	0.002953
2	35058	40	1	0.016325
2	35058	40	2	0.034354
2	35058	40	3	0.070679
2	35058	40	4	0.105346
2	41006	25	0	0.200304
2	41006	25	1	0.200332
2	41006	25	2	0.200389
2	41006	25	3	0.200502
2	41006	25	4	0.200645
2	41029	25	0	0.546370
2	41029	25	1	0.546401
2	41029	25	2	0.546463
2	41029	25	3	0.546586
2	41029	25	4	0.546741
2	41085	15	0	0.279519
2	41085	15	1	0.279551
2	41085	15	2	0.279615
2	41085	15	3	0.279738
2	41085	15	4	0.279902
2	41096	40	0	0.434540
2	41096	40	1	0.002888
2	41096	40	2	0.007156
2	41096	40	3	0.013694
2	41096	40	4	0.021116
2	42012	25	0	0.001309
2	42012	25	1	0.006999
2	42012	25	2	0.017457
2	42012	25	3	0.035139
2	42012	25	4	0.056929
2	42049	15	0	0.140133
2	42049	15	1	0.001716
2	42049	15	2	0.003085
2	42049	15	3	0.006666
2	42049	15	4	0.010900
2	42078	15	0	0.368908
2	42078	15	1	0.368916
2	42078	15	2	0.368931
2	42078	15	3	0.368962
2	42078	15	4	0.369001
2	43051	25	0	0.267952
2	43051	25	1	0.003092
2	43051	25	2	0.006835
2	43051	25	3	0.014020
2	43051	25	4	0.021528
2	43074	15	0	0.000348
2	43074	15	1	0.000871
2	43074	15	2	0.002262
2	43074	15	3	0.003475
2	43074	15	4	0.005724
2	49024	40	0	0.000654
2	49024	40	1	0.003501
2	49024	40	2	0.007694
2	49024	40	3	0.015953
2	49024	40	4	0.025546
2	64061	40	0	0.161280
2	64061	40	1	0.007643
2	64061	40	2	0.017818
2	64061	40	3	0.034794
2	64061	40	4	0.052197
2	66039	15	0	0.684020
2	66039	15	1	0.684055
2	66039	15	2	0.684125
2	66039	15	3	0.684265
2	66039	15	4	0.684440
2	66075	40	0	0.000549
2	66075	40	1	0.003237
2	66075	40	2	0.007254
2	66075	40	3	0.014989
2	66075	40	4	0.024402
2	69020	15	0	0.426847
2	69020	15	1	0.426847
2	69020	15	2	0.426847
2	69020	15	3	0.426847
2	69020	15	4	0.426847
2	69022	15	0	0.387128
2	69022	15	1	0.387128
2	69022	15	2	0.387128
2	69022	15	3	0.387128
2	69022	15	4	0.387128
2	70011	15	0	0.082145
2	70011	15	1	0.010520
2	70011	15	2	0.022646
2	70011	15	3	0.046239
2	70011	15	4	0.069944
2	77062	40	0	0.130695
2	77062	40	1	0.006819
2	77062	40	2	0.016302
2	77062	40	3	0.032413
2	77062	40	4	0.051904
2	87046	25	0	0.280229
2	87046	25	1	0.280229
2	87046	25	2	0.280229
2	87046	25	3	0.280229
2	87046	25	4	0.280229
2	100007	25	0	0.002162
2	100007	25	1	0.008257
2	100007	25	2	0.020310
2	100007	25	3	0.039649
2	100007	25	4	0.059990
2	100039	15	0	0.218827
2	100039	15	1	0.003157
2	100039	15	2	0.008397
2	100039	15	3	0.018168
2	100039	15	4	0.029355
2	103006	25	0	0.440063
2	103006	25	1	0.440063
2	103006	25	2	0.440063
2	103006	25	3	0.440063
2	103006	25	4	0.440063
2	103078	40	0	0.247025
2	103078	40	1	0.005314
2	103078	40	2	0.012315
2	103078	40	3	0.025516
2	103078	40	4	0.040210
2	104010	40	0	0.471937
2	104010	40	1	0.472011
2	104010	40	2	0.472140
2	104010	40	3	0.472406
2	104010	40	4	0.472732
2	104055	25	0	0.140144
2	104055	25	1	0.140166
2	104055	25	2	0.140208
2	104055	25	3	0.140294
2	104055	25	4	0.140395
2	105025	15	0	0.360290
2	105025	15	1	0.002061
2	105025	15	2	0.005173
2	105025	15	3	0.010839
2	105025	15	4	0.017678
2	106005	15	0	0.214927
2	106005	15	1	0.002684
2	106005	15	2	0.006855
2	106005	15	3	0.013759
2	106005	15	4	0.022278
2	106024	25	0	0.160586
2	106024	25	1	0.160613
2	106024	25	2	0.160668
2	106024	25	3	0.160781
2	106024	25	4	0.160913
2	106025	40	0	0.292846
2	106025	40	1	0.004744
2	106025	40	2	0.010580
2	106025	40	3	0.020874
2	106025	40	4	0.033561
2	107014	25	0	0.352223
2	107014	25	1	0.352232
2	107014	25	2	0.352247
2	107014	25	3	0.352278
2	107014	25	4	0.352325
2	107045	40	0	0.200111
2	107045	40	1	0.200170
2	107045	40	2	0.200279
2	107045	40	3	0.200499
2	107045	40	4	0.200752
2	108069	40	0	0.374483
2	108069	40	1	0.374570
2	108069	40	2	0.374745
2	108069	40	3	0.375101
2	108069	40	4	0.375546
2	108082	40	0	0.414456
2	108082	40	1	0.414580
2	108082	40	2	0.414831
2	108082	40	3	0.014238
2	108082	40	4	0.022989
2	109053	25	0	0.266511
2	109053	25	1	0.266511
2	109053	25	2	0.266511
2	109053	25	3	0.266511
2	109053	25	4	0.266511
2	112090	15	0	0.276101
2	112090	15	1	0.276101
2	112090	15	2	0.276101
2	112090	15	3	0.276101
2	112090	15	4	0.276101
2	123057	25	0	0.236149
2	123057	25	1	0.004823
2	123057	25	2	0.012006
2	123057	25	3	0.022400
2	123057	25	4	0.034074
2	123074	40	0	0.001628
2	123074	40	1	0.007393
2	123074	40	2	0.016849
2	123074	40	3	0.033841
2	123074	40	4	0.053927
2	130014	25	0	0.231942
2	130014	25	1	0.231942
2	130014	25	2	0.231942
2	130014	25	3	0.231942
2	130014	25	4	0.231942
2	130066	15	0	0.370051
2	130066	15	1	0.370051
2	130066	15	2	0.370051
2	130066	15	3	0.370051
2	130066	15	4	0.370051
2	134067	15	0	0.180854
2	134067	15	1	0.180858
2	134067	15	2	0.180871
2	134067	15	3	0.180887
2	134067	15	4	0.180909
2	135037	15	0	0.139893
2	135037	15	1	0.139893
2	135037	15	2	0.139893
2	135037	15	3	0.139893
2	135037	15	4	0.139893
2	141012	15	0	0.405111
2	141012	15	1	0.000612
2	141012	15	2	0.001376
2	141012	15	3	0.002800
2	141012	15	4	0.004222
2	141048	25	0	0.598163
2	141048	25	1	0.598266
2	141048	25	2	0.598470
2	141048	25	3	0.598889
2	141048	25	4	0.599374
2	159002	25	0	0.373385
2	159002	25	1	0.373435
2	159002	25	2	0.373531
2	159002	25	3	0.373722
2	159002	25	4	0.373965
2	159022	25	0	0.401772
2	159022	25	1	0.401885
2	159022	25	2	0.402107
2	159022	25	3	0.402547
2	159022	25	4	0.403097
2	159029	40	0	0.279576
2	159029	40	1	0.279644
2	159029	40	2	0.279789
2	159029	40	3	0.280063
2	159029	40	4	0.280418
2	159045	25	0	0.181023
2	159045	25	1	0.181065
2	159045	25	2	0.181144
2	159045	25	3	0.181303
2	159045	25	4	0.181494
2	159091	40	0	0.000689
2	159091	40	1	0.003511
2	159091	40	2	0.008167
2	159091	40	3	0.015836
2	159091	40	4	0.025340
2	160067	25	0	0.412268
2	160067	25	1	0.412321
2	160067	25	2	0.412425
2	160067	25	3	0.412633
2	160067	25	4	0.412892
2	164046	15	0	0.000271
2	164046	15	1	0.001423
2	164046	15	2	0.003723
2	164046	15	3	0.007698
2	164046	15	4	0.011516
2	167062	40	0	0.006553
2	167062	40	1	0.030928
2	167062	40	2	0.065245
2	167062	40	3	0.116390
2	167062	40	4	0.162556
2	168084	15	0	0.521491
2	168084	15	1	0.521501
2	168084	15	2	0.521521
2	168084	15	3	0.521560
2	168084	15	4	0.521610
2	175083	40	0	0.002398
2	175083	40	1	0.012452
2	175083	40	2	0.028320
2	175083	40	3	0.054290
2	175083	40	4	0.083689
2	183066	25	0	0.000481
2	183066	25	1	0.002404
2	183066	25	2	0.006170
2	183066	25	3	0.013045
2	183066	25	4	0.021478
2	196015	15	0	0.065299
2	196015	15	1	0.065313
2	196015	15	2	0.065340
2	196015	15	3	0.065394
2	196015	15	4	0.065462
2	196027	15	0	0.205901
2	196027	15	1	0.003154
2	196027	15	2	0.007305
2	196027	15	3	0.014323
2	196027	15	4	0.022036
2	196040	40	0	0.192104
2	196040	40	1	0.192168
2	196040	40	2	0.016294
2	196040	40	3	0.031441
2	196040	40	4	0.050056
2	202000	40	0	0.004228
2	202000	40	1	0.020924
2	202000	40	2	0.045973
2	202000	40	3	0.086076
2	202000	40	4	0.126132
2	209070	15	0	0.273748
2	209070	15	1	0.273780
2	209070	15	2	0.273850
2	209070	15	3	0.273973
2	209070	15	4	0.274123
2	236017	40	0	0.301359
2	236017	40	1	0.301424
2	236017	40	2	0.301553
2	236017	40	3	0.301801
2	236017	40	4	0.302102
2	247085	40	0	0.615372
2	247085	40	1	0.615479
2	247085	40	2	0.615648
2	247085	40	3	0.616021
2	247085	40	4	0.616477
2	253092	40	0	0.564121
2	253092	40	1	0.001186
2	253092	40	2	0.002929
2	253092	40	3	0.005814
2	253092	40	4	0.009437
2	268074	15	0	0.200782
2	268074	15	1	0.200791
2	268074	15	2	0.200810
2	268074	15	3	0.200847
2	268074	15	4	0.200894
2	304034	40	0	0.252215
2	304034	40	1	0.252297
2	304034	40	2	0.252446
2	304034	40	3	0.252744
2	304034	40	4	0.035872
2	317043	25	0	0.168332
2	317043	25	1	0.168356
2	317043	25	2	0.168410
2	317043	25	3	0.168502
2	317043	25	4	0.168624
2	326025	25	0	0.241845
2	326025	25	1	0.004039
2	326025	25	2	0.010108
2	326025	25	3	0.019802
2	326025	25	4	0.031799
2	326038	25	0	0.223070
2	326038	25	1	0.223070
2	326038	25	2	0.223070
2	326038	25	3	0.223070
2	326038	25	4	0.223070
2	326085	25	0	0.405968
2	326085	25	1	0.406026
2	326085	25	2	0.406146
2	326085	25	3	0.406379
2	326085	25	4	0.406690
2	347031	40	0	0.241175
2	347031	40	1	0.004804
2	347031	40	2	0.012852
2	347031	40	3	0.024325
2	347031	40	4	0.038168
3	6046	15	0	0.466335
3	6046	15	1	0.466423
3	6046	15	2	0.466604
3	6046	15	3	0.466947
3	6046	15	4	0.467391
3	8023	25	0	0.006974
3	8023	25	1	0.035932
3	8023	25	2	0.091169
3	8023	25	3	0.188031
3	8023	25	4	0.346125
3	8068	25	0	0.357489
3	8068	25	1	0.357537
3	8068	25	2	0.357617
3	8068	25	3	0.357727
3	8068	25	4	0.357845
3	12003	15	0	0.411184
3	12003	15	1	0.411282
3	12003	15	2	0.411474
3	12003	15	3	0.411886
3	12003	15	4	0.412383
3	16052	40	0	0.004081
3	16052	40	1	0.021458
3	16052	40	2	0.053799
3	16052	40	3	0.108642
3	16052	40	4	0.170652
3	35049	15	0	0.002221
3	35049	15	1	0.011870
3	35049	15	2	0.030013
3	35049	15	3	0.062453
3	35049	15	4	0.097664
3	35058	40	0	0.013014
3	35058	40	1	0.714092
3	35058	40	2	0.726516
3	35058	40	3	0.757266
3	35058	40	4	0.791868
3	41006	25	0	0.200329
3	41006	25	1	0.017288
3	41006	25	2	0.043760
3	41006	25	3	0.087415
3	41006	25	4	0.140262
3	41029	25	0	0.546427
3	41029	25	1	0.546684
3	41029	25	2	0.547208
3	41029	25	3	0.548226
3	41029	25	4	0.596971
3	41085	15	0	0.001434
3	41085	15	1	0.007624
3	41085	15	2	0.020042
3	41085	15	3	0.039980
3	41085	15	4	0.067639
3	41096	40	0	0.434547
3	41096	40	1	0.434686
3	41096	40	2	0.434957
3	41096	40	3	0.435503
3	41096	40	4	0.436168
3	42012	25	0	0.002498
3	42012	25	1	0.012544
3	42012	25	2	0.032683
3	42012	25	3	0.071761
3	42012	25	4	0.112716
3	42049	15	0	0.140137
3	42049	15	1	0.140184
3	42049	15	2	0.140257
3	42049	15	3	0.140405
3	42049	15	4	0.140594
3	42078	15	0	0.368927
3	42078	15	1	0.369015
3	42078	15	2	0.369181
3	42078	15	3	0.369501
3	42078	15	4	0.369898
3	43051	25	0	0.267966
3	43051	25	1	0.268070
3	43051	25	2	0.268285
3	43051	25	3	0.268688
3	43051	25	4	0.269194
3	43074	15	0	0.138289
3	43074	15	1	0.138289
3	43074	15	2	0.138289
3	43074	15	3	0.138289
3	43074	15	4	0.138289
3	49024	40	0	0.357756
3	49024	40	1	0.357779
3	49024	40	2	0.357825
3	49024	40	3	0.357916
3	49024	40	4	0.358031
3	64061	40	0	0.161283
3	64061	40	1	0.161347
3	64061	40	2	0.161469
3	64061	40	3	0.161697
3	64061	40	4	0.161999
3	66039	15	0	0.684023
3	66039	15	1	0.684070
3	66039	15	2	0.684163
3	66039	15	3	0.684350
3	66039	15	4	0.684583
3	66075	40	0	0.412217
3	66075	40	1	0.412422
3	66075	40	2	0.412824
3	66075	40	3	0.413616
3	66075	40	4	0.414597
3	69020	15	0	0.426868
3	69020	15	1	0.426989
3	69020	15	2	0.427227
3	69020	15	3	0.427644
3	69020	15	4	0.428160
3	69022	15	0	0.387146
3	69022	15	1	0.387270
3	69022	15	2	0.387474
3	69022	15	3	0.387886
3	69022	15	4	0.388417
3	70011	15	0	0.003319
3	70011	15	1	0.016774
3	70011	15	2	0.043684
3	70011	15	3	0.089093
3	70011	15	4	0.139121
3	77062	40	0	0.003694
3	77062	40	1	0.018513
3	77062	40	2	0.046587
3	77062	40	3	0.097852
3	77062	40	4	0.156007
3	87046	25	0	0.280256
3	87046	25	1	0.280396
3	87046	25	2	0.280643
3	87046	25	3	0.281113
3	87046	25	4	0.281734
3	100007	25	0	0.005767
3	100007	25	1	0.029192
3	100007	25	2	0.069254
3	100007	25	3	0.926413
3	100007	25	4	0.927544
3	100039	15	0	0.001686
3	100039	15	1	0.008504
3	100039	15	2	0.021797
3	100039	15	3	0.047847
3	100039	15	4	0.080328
3	103006	25	0	0.440128
3	103006	25	1	0.440397
3	103006	25	2	0.440938
3	103006	25	3	0.441994
3	103006	25	4	0.443324
3	103078	40	0	0.247063
3	103078	40	1	0.247303
3	103078	40	2	0.247778
3	103078	40	3	0.248693
3	103078	40	4	0.249851
3	104010	40	0	0.471920
3	104010	40	1	0.471920
3	104010	40	2	0.471920
3	104010	40	3	0.471920
3	104010	40	4	0.471920
3	104055	25	0	0.005654
3	104055	25	1	0.029265
3	104055	25	2	0.077809
3	104055	25	3	0.138421
3	104055	25	4	0.203719
3	105025	15	0	0.000707
3	105025	15	1	0.003707
3	105025	15	2	0.009563
3	105025	15	3	0.020827
3	105025	15	4	0.034928
3	106005	15	0	0.001720
3	106005	15	1	0.009849
3	106005	15	2	0.024125
3	106005	15	3	0.050218
3	106005	15	4	0.081955
3	106024	25	0	0.006212
3	106024	25	1	0.031825
3	106024	25	2	0.078183
3	106024	25	3	0.165355
3	106024	25	4	0.247532
3	106025	40	0	0.002263
3	106025	40	1	0.013125
3	106025	40	2	0.692503
3	106025	40	3	0.700575
3	106025	40	4	0.710325
3	107014	25	0	0.352261
3	107014	25	1	0.352428
3	107014	25	2	0.352731
3	107014	25	3	0.353351
3	107014	25	4	0.354095
3	107045	40	0	0.200149
3	107045	40	1	0.200369
3	107045	40	2	0.200777
3	107045	40	3	0.201526
3	107045	40	4	0.202333
3	108069	40	0	0.374538
3	108069	40	1	0.374862
3	108069	40	2	0.375485
3	108069	40	3	0.376720
3	108069	40	4	0.378298
3	108082	40	0	0.414482
3	108082	40	1	0.414757
3	108082	40	2	0.415307
3	108082	40	3	0.416400
3	108082	40	4	0.417751
3	109053	25	0	0.266545
3	109053	25	1	0.266692
3	109053	25	2	0.266983
3	109053	25	3	0.267543
3	109053	25	4	0.268252
3	112090	15	0	0.276126
3	112090	15	1	0.276228
3	112090	15	2	0.276413
3	112090	15	3	0.276810
3	112090	15	4	0.277293
3	123057	25	0	0.236173
3	123057	25	1	0.236338
3	123057	25	2	0.047943
3	123057	25	3	0.095212
3	123057	25	4	0.146335
3	123074	40	0	0.133480
3	123074	40	1	0.133566
3	123074	40	2	0.133722
3	123074	40	3	0.134037
3	123074	40	4	0.134408
3	130014	25	0	0.231979
3	130014	25	1	0.232130
3	130014	25	2	0.232430
3	130014	25	3	0.233045
3	130014	25	4	0.233801
3	130066	15	0	0.370069
3	130066	15	1	0.370139
3	130066	15	2	0.370280
3	130066	15	3	0.370561
3	130066	15	4	0.370916
3	134067	15	0	0.001302
3	134067	15	1	0.006492
3	134067	15	2	0.017301
3	134067	15	3	0.036045
3	134067	15	4	0.060419
3	135037	15	0	0.002236
3	135037	15	1	0.011299
3	135037	15	2	0.027314
3	135037	15	3	0.058304
3	135037	15	4	0.088413
3	141012	15	0	0.000918
3	141012	15	1	0.004935
3	141012	15	2	0.012669
3	141012	15	3	0.026569
3	141012	15	4	0.043838
3	141048	25	0	0.000607
3	141048	25	1	0.003273
3	141048	25	2	0.008734
3	141048	25	3	0.017897
