# participant_id	file_id	dilation_radius	dsc
2	3063	0	0.981924
2	3063	1	0.983264
2	3063	2	0.984543
2	3063	3	0.982790
2	3063	4	0.974626
2	6046	0	0.912615
2	6046	1	0.931533
2	6046	2	0.936871
2	6046	3	0.943071
2	6046	4	0.946954
2	8068	0	0.943271
2	8068	1	0.938796
2	8068	2	0.948153
2	8068	3	0.939531
2	8068	4	0.949465
2	12003	0	0.975594
2	12003	1	0.974461
2	12003	2	0.975549
2	12003	3	0.975334
2	12003	4	0.975500
2	16052	0	0.890402
2	16052	1	0.908613
2	16052	2	0.910652
2	16052	3	0.916517
2	16052	4	0.924223
2	41006	0	0.748665
2	41006	1	0.793881
2	41006	2	0.765992
2	41006	3	0.834223
2	41006	4	0.847575
2	41085	0	0.759607
2	41085	1	0.723689
2	41085	2	0.742831
2	41085	3	0.764124
2	41085	4	0.738680
2	41096	0	0.827514
2	41096	1	0.877351
2	41096	2	0.899144
2	41096	3	0.917851
2	41096	4	0.914385
2	43051	0	0.792624
2	43051	1	0.804200
2	43051	2	0.805624
2	43051	3	0.812080
2	43051	4	0.826968
2	51084	0	0.943120
2	51084	1	0.948399
2	51084	2	0.942782
2	51084	3	0.936020
2	51084	4	0.932796
2	64061	0	0.701748
2	64061	1	0.844379
2	64061	2	0.775441
2	64061	3	0.769396
2	64061	4	0.749556
2	69022	0	0.852246
2	69022	1	0.856990
2	69022	2	0.876261
2	69022	3	0.887448
2	69022	4	0.894231
2	70011	0	0.746774
2	70011	1	0.718765
2	70011	2	0.748341
2	70011	3	0.811536
2	70011	4	0.833530
2	70090	0	0.847605
2	70090	1	0.877337
2	70090	2	0.895532
2	70090	3	0.898094
2	70090	4	0.901819
2	100007	0	0.965308
2	100007	1	0.959506
2	100007	2	0.956546
2	100007	3	0.961479
2	100007	4	0.958281
2	100080	0	0.875199
2	100080	1	0.823328
2	100080	2	0.841296
2	100080	3	0.848177
2	100080	4	0.845821
2	103006	0	0.749753
2	103006	1	0.790299
2	103006	2	0.796874
2	103006	3	0.800617
2	103006	4	0.813200
2	103078	0	0.780017
2	103078	1	0.786198
2	103078	2	0.786758
2	103078	3	0.802140
2	103078	4	0.819928
2	105027	0	0.832844
2	105027	1	0.933246
2	105027	2	0.944529
2	105027	3	0.958967
2	105027	4	0.960405
2	135037	0	0.914722
2	135037	1	0.921823
2	135037	2	0.914226
2	135037	3	0.901559
2	135037	4	0.894153
2	173036	0	0.692411
2	173036	1	0.718903
2	173036	2	0.730393
2	173036	3	0.742199
2	173036	4	0.757427
2	209070	0	0.707017
2	209070	1	0.843399
2	209070	2	0.892806
2	209070	3	0.927530
2	209070	4	0.944954
2	236017	0	0.734763
2	236017	1	0.762919
2	236017	2	0.811096
2	236017	3	0.845893
2	236017	4	0.861644
2	268002	0	0.624967
2	268002	1	0.744606
2	268002	2	0.752789
2	268002	3	0.775678
2	268002	4	0.769657
2	326038	0	0.837114
2	326038	1	0.873344
2	326038	2	0.892759
2	326038	3	0.908102
2	326038	4	0.930512
3	3063	0	0.978297
3	3063	1	0.979749
3	3063	2	0.980450
3	3063	3	0.980816
3	3063	4	0.979705
3	6046	0	0.828166
3	6046	1	0.828701
3	6046	2	0.836082
3	6046	3	0.869117
3	6046	4	0.901184
3	8068	0	0.945503
3	8068	1	0.948414
3	8068	2	0.954941
3	8068	3	0.949672
3	8068	4	0.965859
3	12003	0	0.972940
3	12003	1	0.973361
3	12003	2	0.972953
3	12003	3	0.973116
3	12003	4	0.972121
3	16052	0	0.915214
3	16052	1	0.920666
3	16052	2	0.925442
3	16052	3	0.933251
3	16052	4	0.934553
3	41006	0	0.886024
3	41006	1	0.905425
3	41006	2	0.912861
3	41006	3	0.922486
3	41006	4	0.910803
3	41085	0	0.537463
3	41085	1	0.579166
3	41085	2	0.612952
3	41085	3	0.641133
3	41085	4	0.665937
3	41096	0	0.767300
3	41096	1	0.797557
3	41096	2	0.827873
3	41096	3	0.862469
3	41096	4	0.866829
3	43051	0	0.780119
3	43051	1	0.770247
3	43051	2	0.769938
3	43051	3	0.778479
3	43051	4	0.776313
3	51084	0	0.947135
3	51084	1	0.946157
3	51084	2	0.946006
3	51084	3	0.944003
3	51084	4	0.946219
3	64061	0	0.745376
3	64061	1	0.766750
3	64061	2	0.749038
3	64061	3	0.792181
3	64061	4	0.765836
3	69022	0	0.847971
3	69022	1	0.876714
3	69022	2	0.877528
3	69022	3	0.890808
3	69022	4	0.898865
3	70011	0	0.849305
3	70011	1	0.856140
3	70011	2	0.882913
3	70011	3	0.885545
3	70011	4	0.888243
3	70090	0	0.809672
3	70090	1	0.829550
3	70090	2	0.857541
3	70090	3	0.872749
3	70090	4	0.878906
3	100007	0	0.955293
3	100007	1	0.954971
3	100007	2	0.956125
3	100007	3	0.958176
3	100007	4	0.957049
3	100080	0	0.898339
3	100080	1	0.910233
3	100080	2	0.909773
3	100080	3	0.911012
3	100080	4	0.910161
3	103006	0	0.830573
3	103006	1	0.904194
3	103006	2	0.904484
3	103006	3	0.917371
3	103006	4	0.920144
3	103078	0	0.816527
3	103078	1	0.858963
3	103078	2	0.895201
3	103078	3	0.896794
3	103078	4	0.907022
3	105027	0	0.780865
3	105027	1	0.842894
3	105027	2	0.855979
3	105027	3	0.888484
3	105027	4	0.920094
3	135037	0	0.900218
3	135037	1	0.893475
3	135037	2	0.905501
3	135037	3	0.930744
3	135037	4	0.926545
3	173036	0	0.796997
3	173036	1	0.827673
3	173036	2	0.842066
3	173036	3	0.827108
3	173036	4	0.836018
3	209070	0	0.708399
3	209070	1	0.837000
3	209070	2	0.911821
3	209070	3	0.935268
3	209070	4	0.940909
3	236017	0	0.301344
3	236017	1	0.301344
3	236017	2	0.301344
3	236017	3	0.301344
3	236017	4	0.301344
3	268002	0	0.621568
3	268002	1	0.824299
3	268002	2	0.853358
3	268002	3	0.872031
3	268002	4	0.860543
3	326038	0	0.814894
3	326038	1	0.856721
3	326038	2	0.893620
3	326038	3	0.900535
3	326038	4	0.903068
4	3063	0	0.961165
4	3063	1	0.961311
4	3063	2	0.959182
4	3063	3	0.954918
4	3063	4	0.949155
4	6046	0	0.914491
4	6046	1	0.917505
4	6046	2	0.931373
4	6046	3	0.934008
4	6046	4	0.936229
4	8068	0	0.723067
4	8068	1	0.749030
4	8068	2	0.743416
4	8068	3	0.750199
4	8068	4	0.750646
4	12003	0	0.849910
4	12003	1	0.867809
4	12003	2	0.876266
4	12003	3	0.880812
4	12003	4	0.884860
4	16052	0	0.395615
4	16052	1	0.470368
4	16052	2	0.498539
4	16052	3	0.559688
4	16052	4	0.586092
4	41006	0	0.409398
4	41006	1	0.426456
4	41006	2	0.436351
4	41006	3	0.441560
4	41006	4	0.455912
4	41085	0	0.500715
4	41085	1	0.518291
4	41085	2	0.524328
4	41085	3	0.521028
4	41085	4	0.523159
4	41096	0	0.704926
4	41096	1	0.719094
4	41096	2	0.727896
4	41096	3	0.731375
4	41096	4	0.736615
4	43051	0	0.515397
4	43051	1	0.549030
4	43051	2	0.564848
4	43051	3	0.570345
4	43051	4	0.576675
4	51084	0	0.937224
4	51084	1	0.933012
4	51084	2	0.930405
4	51084	3	0.929576
4	51084	4	0.925345
4	64061	0	0.381297
4	64061	1	0.395230
4	64061	2	0.421941
4	64061	3	0.437169
4	64061	4	0.443202
4	69022	0	0.830104
4	69022	1	0.841401
4	69022	2	0.852056
4	69022	3	0.852157
4	69022	4	0.868041
4	70011	0	0.824508
4	70011	1	0.842205
4	70011	2	0.851512
4	70011	3	0.841392
4	70011	4	0.840153
4	70090	0	0.711490
4	70090	1	0.713784
4	70090	2	0.718832
4	70090	3	0.719594
4	70090	4	0.717394
4	100007	0	0.134800
4	100007	1	0.143663
4	100007	2	0.154096
4	100007	3	0.156869
4	100007	4	0.158196
4	100080	0	0.579422
4	100080	1	0.602855
4	100080	2	0.618719
4	100080	3	0.621918
4	100080	4	0.622495
4	103006	0	0.544705
4	103006	1	0.557267
4	103006	2	0.571087
4	103006	3	0.577339
4	103006	4	0.583508
4	103078	0	0.317787
4	103078	1	0.328459
4	103078	2	0.330502
4	103078	3	0.332785
4	103078	4	0.333580
4	105027	0	0.545413
4	105027	1	0.549095
4	105027	2	0.550647
4	105027	3	0.552238
4	105027	4	0.552025
4	135037	0	0.907198
4	135037	1	0.911105
4	135037	2	0.919891
4	135037	3	0.909776
4	135037	4	0.897530
4	173036	0	0.418126
4	173036	1	0.418172
4	173036	2	0.419715
4	173036	3	0.419019
4	173036	4	0.417196
4	209070	0	0.668224
4	209070	1	0.705733
4	209070	2	0.724684
4	209070	3	0.722218
4	209070	4	0.730516
4	236017	0	0.515194
4	236017	1	0.558677
4	236017	2	0.600552
4	236017	3	0.627136
4	236017	4	0.630782
4	268002	0	0.192610
4	268002	1	0.198577
4	268002	2	0.200298
4	268002	3	0.201014
4	268002	4	0.203596
4	326038	0	0.385977
4	326038	1	0.416292
4	326038	2	0.426595
4	326038	3	0.443492
4	326038	4	0.451838
5	3063	0	0.981611
5	3063	1	0.979490
5	3063	2	0.962643
5	3063	3	0.967019
5	3063	4	0.966803
5	6046	0	0.884757
5	6046	1	0.908943
5	6046	2	0.922946
5	6046	3	0.930864
5	6046	4	0.945348
5	8068	0	0.932159
5	8068	1	0.934730
5	8068	2	0.940160
5	8068	3	0.944216
5	8068	4	0.954520
5	12003	0	0.974508
5	12003	1	0.974277
5	12003	2	0.973705
5	12003	3	0.975065
5	12003	4	0.975776
5	16052	0	0.905355
5	16052	1	0.913514
5	16052	2	0.921337
5	16052	3	0.918208
5	16052	4	0.921497
5	41006	0	0.901213
5	41006	1	0.918609
5	41006	2	0.917250
5	41006	3	0.913968
5	41006	4	0.910768
5	41085	0	0.678624
5	41085	1	0.696694
5	41085	2	0.674969
5	41085	3	0.747090
5	41085	4	0.753987
5	41096	0	0.747659
5	41096	1	0.766288
5	41096	2	0.791586
5	41096	3	0.798102
5	41096	4	0.801991
5	43051	0	0.799172
5	43051	1	0.807388
5	43051	2	0.816404
5	43051	3	0.829406
5	43051	4	0.833764
5	51084	0	0.946174
5	51084	1	0.943137
5	51084	2	0.939002
5	51084	3	0.941912
5	51084	4	0.942396
5	64061	0	0.737643
5	64061	1	0.758575
5	64061	2	0.831259
5	64061	3	0.778839
5	64061	4	0.774617
5	69022	0	0.857307
5	69022	1	0.878774
5	69022	2	0.888222
5	69022	3	0.898075
5	69022	4	0.914420
5	70011	0	0.802363
5	70011	1	0.807948
5	70011	2	0.816666
5	70011	3	0.828748
5	70011	4	0.847021
5	70090	0	0.865570
5	70090	1	0.884736
5	70090	2	0.896511
5	70090	3	0.899647
5	70090	4	0.915179
5	100007	0	0.961010
5	100007	1	0.955317
5	100007	2	0.953245
5	100007	3	0.955134
5	100007	4	0.956255
5	100080	0	0.916320
5	100080	1	0.923218
5	100080	2	0.925099
5	100080	3	0.924075
5	100080	4	0.923329
5	103006	0	0.804905
5	103006	1	0.832668
5	103006	2	0.841774
5	103006	3	0.853435
5	103006	4	0.865868
5	103078	0	0.913543
5	103078	1	0.924806
5	103078	2	0.932969
5	103078	3	0.937213
5	103078	4	0.938992
5	105027	0	0.796681
5	105027	1	0.838740
5	105027	2	0.841974
5	105027	3	0.856387
5	105027	4	0.852626
5	135037	0	0.949319
5	135037	1	0.951364
5	135037	2	0.946955
5	135037	3	0.944834
5	135037	4	0.940647
5	173036	0	0.771442
5	173036	1	0.782360
5	173036	2	0.792271
5	173036	3	0.805452
5	173036	4	0.797028
5	209070	0	0.634623
5	209070	1	0.779180
5	209070	2	0.924654
5	209070	3	0.948681
5	209070	4	0.956922
5	236017	0	0.822632
5	236017	1	0.856354
5	236017	2	0.865685
5	236017	3	0.884929
5	236017	4	0.890110
5	268002	0	0.738747
5	268002	1	0.854588
5	268002	2	0.841805
5	268002	3	0.854973
5	268002	4	0.852980
5	326038	0	0.843763
5	326038	1	0.899561
5	326038	2	0.914561
5	326038	3	0.922810
5	326038	4	0.930403
6	3063	0	0.980124
6	3063	1	0.968867
6	3063	2	0.973414
6	3063	3	0.969345
6	3063	4	0.968254
6	6046	0	0.907921
6	6046	1	0.931592
6	6046	2	0.938910
6	6046	3	0.936211
6	6046	4	0.937371
6	8068	0	0.931404
6	8068	1	0.944119
6	8068	2	0.940821
6	8068	3	0.949459
6	8068	4	0.952094
6	12003	0	0.975609
6	12003	1	0.975980
6	12003	2	0.977046
6	12003	3	0.978344
6	12003	4	0.978164
6	16052	0	0.896105
6	16052	1	0.918294
6	16052	2	0.920845
6	16052	3	0.919256
6	16052	4	0.919625
6	41006	0	0.857089
6	41006	1	0.916495
6	41006	2	0.913784
6	41006	3	0.905367
6	41006	4	0.896716
6	41085	0	0.775740
6	41085	1	0.779896
6	41085	2	0.763454
6	41085	3	0.777014
6	41085	4	0.769408
6	41096	0	0.803763
6	41096	1	0.808869
6	41096	2	0.812848
6	41096	3	0.806653
6	41096	4	0.842080
6	43051	0	0.842469
6	43051	1	0.834660
6	43051	2	0.836843
6	43051	3	0.839787
6	43051	4	0.835581
6	51084	0	0.941783
6	51084	1	0.943001
6	51084	2	0.942522
6	51084	3	0.940164
6	51084	4	0.938942
6	64061	0	0.758080
6	64061	1	0.787341
6	64061	2	0.780662
6	64061	3	0.778940
6	64061	4	0.781346
6	69022	0	0.868986
6	69022	1	0.883200
6	69022	2	0.892841
6	69022	3	0.907666
6	69022	4	0.914173
6	70011	0	0.775454
6	70011	1	0.844215
6	70011	2	0.857102
6	70011	3	0.862970
6	70011	4	0.861968
6	70090	0	0.854992
6	70090	1	0.898276
6	70090	2	0.903366
6	70090	3	0.903667
6	70090	4	0.906249
6	100007	0	0.955144
6	100007	1	0.951175
6	100007	2	0.951969
6	100007	3	0.953408
6	100007	4	0.956990
6	100080	0	0.910781
6	100080	1	0.917729
6	100080	2	0.921923
6	100080	3	0.920139
6	100080	4	0.920817
6	103006	0	0.832138
6	103006	1	0.877764
6	103006	2	0.898560
6	103006	3	0.904595
6	103006	4	0.918792
6	103078	0	0.877249
6	103078	1	0.905199
6	103078	2	0.908031
6	103078	3	0.912215
6	103078	4	0.912941
6	105027	0	0.899765
6	105027	1	0.969076
6	105027	2	0.969429
6	105027	3	0.968216
6	105027	4	0.920395
6	135037	0	0.932000
6	135037	1	0.941038
6	135037	2	0.940392
6	135037	3	0.937268
6	135037	4	0.939884
6	173036	0	0.814671
6	173036	1	0.827342
6	173036	2	0.837382
6	173036	3	0.839607
6	173036	4	0.844498
6	209070	0	0.871353
6	209070	1	0.948662
6	209070	2	0.954743
6	209070	3	0.960044
6	209070	4	0.960156
6	236017	0	0.829036
6	236017	1	0.848721
6	236017	2	0.869010
6	236017	3	0.877330
6	236017	4	0.880202
6	268002	0	0.794384
6	268002	1	0.831755
6	268002	2	0.830331
6	268002	3	0.796298
6	268002	4	0.792310
6	326038	0	0.860398
6	326038	1	0.904991
6	326038	2	0.934462
6	326038	3	0.941201
6	326038	4	0.943689
7	3063	0	0.980264
7	3063	1	0.981556
7	3063	2	0.982422
7	3063	3	0.982635
7	3063	4	0.982210
7	6046	0	0.845285
7	6046	1	0.865785
7	6046	2	0.877800
7	6046	3	0.899161
7	6046	4	0.894813
7	8068	0	0.928741
7	8068	1	0.919453
7	8068	2	0.918673
7	8068	3	0.930986
7	8068	4	0.922495
7	12003	0	0.974383
7	12003	1	0.974456
7	12003	2	0.974199
7	12003	3	0.974561
7	12003	4	0.975765
7	16052	0	0.886600
7	16052	1	0.895557
7	16052	2	0.900136
7	16052	3	0.906339
7	16052	4	0.912325
7	41006	0	0.601458
7	41006	1	0.733408
7	41006	2	0.752810
7	41006	3	0.774571
7	41006	4	0.800935
7	41085	0	0.517127
7	41085	1	0.523485
7	41085	2	0.579402
7	41085	3	0.661146
7	41085	4	0.701219
7	41096	0	0.621509
7	41096	1	0.591976
7	41096	2	0.635671
7	41096	3	0.671854
7	41096	4	0.723972
7	43051	0	0.825148
7	43051	1	0.859210
7	43051	2	0.862780
7	43051	3	0.868606
7	43051	4	0.876541
7	51084	0	0.939255
7	51084	1	0.938304
7	51084	2	0.938908
7	51084	3	0.929691
7	51084	4	0.922519
7	64061	0	0.633251
7	64061	1	0.606901
7	64061	2	0.592842
7	64061	3	0.559737
7	64061	4	0.610374
7	69022	0	0.826635
7	69022	1	0.842896
7	69022	2	0.859329
7	69022	3	0.872441
7	69022	4	0.873289
7	70011	0	0.878873
7	70011	1	0.843672
7	70011	2	0.848918
7	70011	3	0.845336
7	70011	4	0.848868
7	70090	0	0.796992
7	70090	1	0.811663
7	70090	2	0.804869
7	70090	3	0.796125
7	70090	4	0.799883
7	100007	0	0.922891
7	100007	1	0.911862
7	100007	2	0.941269
7	100007	3	0.949379
7	100007	4	0.926033
7	100080	0	0.868893
7	100080	1	0.864028
7	100080	2	0.886027
7	100080	3	0.891970
7	100080	4	0.898642
7	103006	0	0.675474
7	103006	1	0.690763
7	103006	2	0.711319
7	103006	3	0.738725
7	103006	4	0.750785
7	103078	0	0.832114
7	103078	1	0.831944
7	103078	2	0.839884
7	103078	3	0.871952
7	103078	4	0.886581
7	105027	0	0.654150
7	105027	1	0.636690
7	105027	2	0.658078
7	105027	3	0.693893
7	105027	4	0.674850
7	135037	0	0.911122
7	135037	1	0.921404
7	135037	2	0.902700
7	135037	3	0.887570
7	135037	4	0.876859
7	173036	0	0.718084
7	173036	1	0.728411
7	173036	2	0.736582
7	173036	3	0.757530
7	173036	4	0.763194
7	209070	0	0.649388
7	209070	1	0.714437
7	209070	2	0.734987
7	209070	3	0.769529
7	209070	4	0.795778
7	236017	0	0.561038
7	236017	1	0.613367
7	236017	2	0.646542
7	236017	3	0.700302
7	236017	4	0.727379
7	268002	0	0.605074
7	268002	1	0.704304
7	268002	2	0.770798
7	268002	3	0.799013
7	268002	4	0.861356
7	326038	0	0.725049
7	326038	1	0.797599
7	326038	2	0.820203
7	326038	3	0.834486
7	326038	4	0.843618
8	3063	0	0.973677
8	3063	1	0.975355
8	3063	2	0.974121
8	3063	3	0.979315
8	3063	4	0.977255
8	6046	0	0.884125
8	6046	1	0.913374
8	6046	2	0.913990
8	6046	3	0.952927
8	6046	4	0.947825
8	8068	0	0.925731
8	8068	1	0.934234
8	8068	2	0.943345
8	8068	3	0.961197
8	8068	4	0.962130
8	12003	0	0.971219
8	12003	1	0.973706
8	12003	2	0.974117
8	12003	3	0.970961
8	12003	4	0.972985
8	16052	0	0.919177
8	16052	1	0.940885
8	16052	2	0.946443
8	16052	3	0.949324
8	16052	4	0.947676
8	41006	0	0.890725
8	41006	1	0.905966
8	41006	2	0.895778
8	41006	3	0.888759
8	41006	4	0.878604
8	41085	0	0.743751
8	41085	1	0.770129
8	41085	2	0.815262
8	41085	3	0.805802
8	41085	4	0.812721
8	41096	0	0.781841
8	41096	1	0.818802
8	41096	2	0.830503
8	41096	3	0.856219
8	41096	4	0.883556
8	43051	0	0.798781
8	43051	1	0.791908
8	43051	2	0.796883
8	43051	3	0.801407
8	43051	4	0.803452
8	51084	0	0.939799
8	51084	1	0.944136
8	51084	2	0.943736
8	51084	3	0.943442
8	51084	4	0.941578
8	64061	0	0.757403
8	64061	1	0.782216
8	64061	2	0.737176
8	64061	3	0.803321
8	64061	4	0.796445
8	69022	0	0.869230
8	69022	1	0.897185
8	69022	2	0.903828
8	69022	3	0.911799
8	69022	4	0.921720
8	70011	0	0.788902
8	70011	1	0.847077
8	70011	2	0.857023
8	70011	3	0.859050
8	70011	4	0.847991
8	70090	0	0.867119
8	70090	1	0.855061
8	70090	2	0.861979
8	70090	3	0.868160
8	70090	4	0.873346
8	100007	0	0.944405
8	100007	1	0.948039
8	100007	2	0.954953
8	100007	3	0.944483
8	100007	4	0.938276
8	100080	0	0.915984
8	100080	1	0.919124
8	100080	2	0.920806
8	100080	3	0.922827
8	100080	4	0.922639
8	103006	0	0.756814
8	103006	1	0.799020
8	103006	2	0.815252
8	103006	3	0.821618
8	103006	4	0.832495
8	103078	0	0.867662
8	103078	1	0.892038
8	103078	2	0.912029
8	103078	3	0.914646
8	103078	4	0.931733
8	105027	0	0.910764
8	105027	1	0.943310
8	105027	2	0.958093
8	105027	3	0.964097
8	105027	4	0.964633
8	135037	0	0.939508
8	135037	1	0.937500
8	135037	2	0.932663
8	135037	3	0.924372
8	135037	4	0.914076
8	173036	0	0.750572
8	173036	1	0.742782
8	173036	2	0.776771
8	173036	3	0.760914
8	173036	4	0.770756
8	209070	0	0.879620
8	209070	1	0.920796
8	209070	2	0.927808
8	209070	3	0.948515
